"Station","Date","%OD","O2 (mg/L)","COND. (µs/cm)","pH","TEMP  (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L) LD: 0,1","Al (µg/L) LD: 5","As (µg/L) LD: 0,2","Ba (µg/L) LD: 5,0","Be (µg/L) LD: 0,1","Ca (µg/L) LD: 50","Cd (µg/L) LD: 0,1","Co (µg/L) LD: 0,1","COT (mg/L) LD: 0,4","Cr (µg/L) LD: 0,3","Cu (µg/L) LD: 0,5","DBO5 Carbonée (mg/L)  LD: 3","Fe (µg/L) LD: 10","K (µg/L) LD: 50","Mg (µg/L) LD: 10","Mn (µg/L) LD: 0,2","Mo (µg/L) LD: 1,0","Nitrite-Nitrate (mg/L)  LD: 0,1","Na (µg/L) LD: 100","NH3 non ionisé (ug/L) LD: 20","NH4+ (µg/L) LD: 20","Ni (µg/L) LD: 0,2","NTK (mg/L) LD: 0,8","Orthophosphate (µg/L) LD: 50","Ptot (µg/L) LD: 3","Pb (µg/L) LD: 0,2","Résidus totaux (mg/L) LD: 20","MES (mg/L) LD: 0,5","Sb (µg/L) LD: 0,5","Se (µg/L) LD: 0,5","Sn (µg/L) LD: 1,0","Tl ug/L LD: 0,2","U (µg/L) LD: 0,1","V (µg/L) LD: 0,2","Zn (µg/L) LD: 7"
"FSL-72.5R",2015/11/16,,,284,"8,07","7,12","=",360,1,"0,1",116,"0,7",24,"0,1",30600,"0,1","0,1","3,4","0,3","1,1",3,140,1590,7860,"6,3",1,"0,25",12400,20,20,"0,7","0,8",50,13,"0,2",280,"2,9","0,5","0,5",1,"0,2","0,3","0,5",7
"FSL-72.5R",2015/11/18,,,281,"8,08","6,23","=",72,1,"0,1",108,"0,7",23,"0,1",29600,"0,1","0,1","3,4","0,3","1,1",3,151,1560,7900,"6,8",1,"0,26",12500,20,30,"0,7",1,50,12,"0,2",174,"3,5","0,5","0,5",1,"0,2","0,3","1,2",7
"FSL-73L",2015/10/14,"98,9","10,34",295,"7,91","13,28","=",5,-1,"0,1",58,"0,7",23,"0,1",30300,"0,1","0,1","2,8","0,3","1,2",,82,1500,8250,"4,7","1,1",,12800,,20,"0,6",,,10,"0,2",,"1,9","0,5","0,5",1,"0,2","0,3","0,3",7
"FSL-73L",2015/10/28,"99,5","11,54",295,"8,05","8,84","=",7,1,"0,1",53,"0,8",24,"0,1",32600,"0,1","0,1","2,6","0,3","1,2",,81,1620,8370,"4,2","1,1",,13000,,20,"0,6",,,8,"0,2",,"1,8","0,5","0,5",1,"0,2","0,3","0,4",7
"FSL-73L",2015/11/12,"101,8","11,9",293,"8,17","8,48","=",2700,1,"0,1",81,"0,7",24,"0,1",32200,"0,1","0,1","14,7","0,3",1,3,108,1620,8160,"4,8",1,"0,21",12600,20,30,"0,6",2,50,13,"0,2",234,"2,8","0,5","0,5",1,"0,2","0,3","0,3",7
"FSL-73L",2015/11/14,"101,3","11,94",303,"8,09","8,17","=",5200,-1,"0,1",125,"0,7",23,"0,1",32800,"0,1","0,1",3,"0,3","1,1",3,151,1670,8490,"7,2","1,1","0,21",13100,20,40,"0,7","0,8",50,16,"0,2",122,"4,4","0,5","0,5",1,"0,2","0,3","0,4",7
"FSL-73L",2015/11/16,,,285,"8,05","7,17","=",430,1,"0,1",117,"0,6",23,"0,1",30200,"0,1","0,1","3,3","0,3","1,2",3,137,1570,7810,"5,8",1,"0,25",12000,20,30,"0,7","0,8",50,12,"0,2",229,"2,8","0,5","0,5",1,"0,2","0,3","0,3",7
"FSL-73L",2015/11/18,,,283,"8,06","6,41","=",81,1,"0,1",98,"0,7",23,"0,1",30100,"0,1","0,1","3,2","0,3","1,1",3,165,1540,8080,6,1,"0,26",12600,20,20,"0,7","0,8",50,11,"0,2",172,"2,9","0,5","0,5",1,"0,2","0,3","0,4",7
"FSL-73R",2015/10/14,"99,9","10,44",296,"7,92","13,34","=",130,-1,"0,1",55,"0,7",24,"0,1",31700,"0,1","0,1","2,8","0,3","1,2",,81,1550,8570,"4,8","1,1",,13500,,20,"0,7",,,9,"0,2",,"1,7","0,5","0,5",1,"0,2","0,3","0,3",7
"FSL-73R",2015/10/28,"97,9","11,38",298,"8,09","8,74","=",130,1,"0,1",59,"0,7",24,"0,1",32100,"0,1","0,1","2,6","0,3","0,9",,79,1600,8240,"4,6","1,1",,12800,,20,"0,6",,,8,"0,2",,"1,6","0,5","0,5",1,"0,2","0,3","0,4",7
"FSL-73R",2015/11/12,"101,2","11,86",292,"8,12","8,39","=",5900,1,"0,1",93,"0,8",24,"0,1",31700,"0,1","0,2","15,9","0,3","1,3",3,127,1680,8040,"6,9","1,1","0,22",12900,20,60,"0,7","2,1",50,19,"0,2",225,"2,4","0,5","0,5",1,"0,2","0,3","1,2",7
"FSL-73R",2015/11/14,"98,4","11,61",304,"8,05","8,13","=",3600,-1,"0,1",111,"0,7",22,"0,1",32200,"0,1","0,1","3,3","0,3","1,2",3,135,1690,8300,"7,7","1,1","0,22",13500,20,30,"0,7","0,8",50,20,"0,2",127,4,"5,4","0,5",1,"0,2","0,3",1,7
"FSL-73R",2015/11/16,,,284,"8,06","7,12","=",490,1,"0,1",117,"0,7",24,"0,1",30700,"0,1","0,1","3,3","0,3","1,1",3,148,1610,8030,"6,7",1,"0,25",12400,20,30,"0,7","0,8",50,13,"0,2",234,"2,9","0,5","0,5",1,"0,2","0,3","0,4",7
"FSL-73R",2015/11/18,,,280,"8,02","6,22","=",140,1,"0,1",106,"0,7",23,"0,1",29300,"0,1","0,1","3,4","0,3","1,2",3,145,1560,7860,"6,7",1,"0,26",12500,20,20,"0,7","0,8",50,13,"0,2",125,4,"0,5","0,5",1,"0,2","0,3","1,3",7
"OER-CERS",2015/10/14,"104,5","10,97",302,"8,09","13,14","=",10,-1,"0,1",45,"0,8",23,"0,1",32500,"0,1","0,1","2,5","0,3",1,,70,1500,8560,"4,1","1,1",,13100,,20,"0,6",,,9,"0,2",,"2,7","0,5","0,5",1,"0,2","0,3","0,2",7
"OER-CERS",2015/10/28,"99,5","11,46",311,"8,1","9,11","=",5,1,"0,1",50,"0,7",23,"0,1",30800,"0,1","0,1","2,6","0,3","0,9",,75,1600,8070,"4,2","1,1",,14100,,140,"0,6",,,9,"0,2",,2,"0,5","0,5",1,"0,2","0,3","0,4",7
"OER-CERS",2015/11/10,"99,3","11,49",310,"8,29","8,91","=",1800,1,,,,,,,,,,,,23,,,,,,"0,18",,20,130,,"0,8",50,,,323,,,,,,,,
"OER-CERS",2015/11/12,102,"11,79",306,"8,3","8,96","=",270,0,"0,1",34,"0,7",24,"0,1",33500,"0,1","0,1","14,5","0,3","0,8",3,50,1590,8530,"2,8","1,1","0,19",12800,20,20,"0,6","0,8",50,7,"0,2",252,"1,6","0,5","0,5",1,"0,2","0,4","0,2",7
"OER-CERS",2015/11/14,"102,9","12,1",311,"8,18","8,24","=",570,-1,"0,1",54,"0,7",22,"0,1",33700,"0,1","0,1","2,8","0,3","0,9",3,72,1640,8750,"3,9","1,1","0,19",13400,20,20,"0,6","0,8",50,9,"0,2",160,"2,4","0,5","0,5",1,"0,2","0,3","0,3",7
"OER-CERS",2015/11/16,,,309,"8,24","7,58","=",36,1,"0,1",47,"0,7",23,"0,1",33700,"0,1","0,1","2,7","0,3","0,8",3,66,1640,8750,"3,1","1,1","0,2",13200,20,20,"0,6","0,8",50,8,"0,2",219,"2,4","0,5","0,5",1,"0,2","0,3","0,2",7
"OER-CERS",2015/11/18,,,309,"8,22","7,15","=",240,1,"0,1",43,"0,8",22,"0,1",31900,"0,1","0,1","2,7","0,3",1,3,61,1550,8590,"2,9","1,1","0,23",13000,20,20,"0,6","0,8",50,7,"0,2",140,"2,3","0,5","0,5",1,"0,2","0,3","0,3",7
"OER-MTL",2015/11/10,,,448,"7,44","10,56","=",120000,1,,,,,,,,,,,,11,,,,,,"0,14",,20,2190,,"4,2",60,,,302,,,,,,,,
"OER-MTL",2015/11/12,"101,7","11,46",447,"7,71","10,02","=",280000,0,"0,1",157,"0,7",28,"0,1",37600,"0,1","0,3","7,3","0,6","4,1",6,150,3330,9360,"10,5","1,8","0,16",30000,24,2480,"1,1","3,9",50,100,"0,2",319,"6,6","0,5","0,5",1,"0,2","0,4","0,4",7
"OER-MTL",2015/11/14,95,"11,02",384,"7,74","8,83","=",100000,-1,"0,1",127,"0,7",24,"0,1",33900,"0,1","1,2","3,9","0,3","1,6",3,123,1980,8790,"9,9","1,2","0,21",16900,20,420,"0,8","0,8",50,26,"0,2",139,"4,6","0,5","0,5",1,"0,2","0,3","0,4",7
"OER-MTL",2015/11/16,,,397,"7,66","8,34","=",210000,1,"0,1",132,"0,7",24,"0,1",32900,"0,1","0,5",4,"0,3","1,4",3,134,1900,8560,"6,7","1,1","0,22",14900,20,210,"0,8","0,8",50,20,"0,2",272,"2,9","0,5","0,5",1,"0,2","0,3","0,3",7
"OER-MTL",2015/11/18,,,412,"7,64","7,84","=",180000,1,"0,1",150,"0,7",24,"0,1",33200,"0,1","2,5","6,8","0,3","2,3",7,184,2660,8980,"10,9","1,4","0,22",23300,20,1070,1,"2,3",50,54,"0,2",232,"4,8","0,5","0,5",1,"0,2","0,3","0,4",7
