IDENT_INTRT;NO_SEQ_DOCUM;DATE_ANC_COMMI;COD_MUNI_LIEU;TYP_DOCUM_INTRT;CODE_LOI_REGLEMENT;NO_ARTCL_L_R;COD_TYP_RESP_INFRA;COD_TYP_VEH_INFRA;DESC_TYP_VEH_INFRA;DESCN_CAT_INFRA;VL_CONF_PRMSE;VL_NCONF_CNTT
DI99990DJHN300;1;2022-12-21;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI99990DJHN300;2;2022-12-21;;ANC;c.T-11.2;53;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI99990DLTM300;5;2022-08-31;;ANC;c.C-24.2;531;PR;VL;Véhicule lourd;Vérification mécanique;;
DI99990DLTM300;6;2022-08-31;;ANC;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990DMFN300;2;2022-12-12;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990DO3M300;2;2022-03-31;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99990DQRL300;2;2022-01-21;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI99990DQRL300;3;2022-01-21;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990DRPM300;1;2022-08-08;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI99990DRPM300;2;2022-08-08;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI99990DUNM300;1;2022-07-25;;ANC;c.C-24.2;379;CO;VR;Véhicule routier;Règles de circulation;;
DI99990E2GN300;3;2022-12-14;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI99990E80N300;1;2022-10-03;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI99990EFYL300;2;2022-02-21;;ANC;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990EFYL300;3;2022-02-21;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990EMSM300;3;2022-08-25;;ANC;c.C-24.2;222;PR;VL;Véhicule lourd;Équipement;;
DI99990EN2N300;1;2022-10-14;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI99990EQ0N300;1;2022-10-05;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99990EQ0N300;2;2022-10-05;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990EQ0N300;3;2022-10-05;;ANC;c.C-24.2;225;PR;VR;Véhicule routier;Équipement;;
DI99990EQ0N300;4;2022-10-05;;ANC;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;
DI99990EQCN300;2;2022-11-30;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990EQCN300;3;2022-11-30;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990EQCN300;4;2022-11-30;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI99990ES0M300;1;2022-03-05;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI99990ESOM300;1;2022-08-01;;ANC;c.C-24.2;210.1;PR;VR;Véhicule routier;Équipement;;
DI99990EVMM300;1;2022-07-19;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990EW8N300;2;2022-11-11;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI99990EXYL300;4;2022-02-23;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99990EXYL300;8;2022-02-23;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990F5RM300;1;2022-08-17;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990FE9M300;1;2022-03-24;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI99990FELM300;3;2022-07-11;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990FF7N300;1;2022-11-04;;ANC;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990FI5N300;1;2022-10-27;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99990FI5N300;2;2022-10-27;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI99990FKTM300;1;2022-08-31;;ANC;c.C-24.2;37;AU;VR;Véhicule routier;Immatriculation;;
DI99990FU9N300;2;2022-11-17;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99990FWLM300;1;2022-07-13;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990FWLM300;2;2022-07-13;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990G0IM300;1;2022-06-21;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99990G2UL300;2;2022-02-04;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI99990G34M300;4;2022-04-03;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990G34M300;5;2022-04-03;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990G4EN300;1;2022-12-06;;ANC;c.C-24.2;437.1;EX;VL;Véhicule lourd;Équipement;;
DI99990G7CN300;1;2022-11-28;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99990G90M300;1;2022-03-02;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI99990GAAN300;1;2022-11-18;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI99990GAAN300;2;2022-11-18;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990GEYL300;1;2022-02-21;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI99990GFKM300;1;2022-07-05;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990GFWM300;1;2022-09-15;;ANC;c.C-24.2;32;CO;VR;Véhicule routier;Immatriculation;;
DI99990GIIM300;2;2022-06-23;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990GLGM300;1;2022-06-14;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI99990GLGM300;2;2022-06-14;;ANC;c.C-24.2;27;AU;VR;Véhicule routier;Immatriculation;;
DI99990GOQM300;3;2022-08-14;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990GOQM300;4;2022-08-14;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990GOQM300;5;2022-08-14;;ANC;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990GOQM300;6;2022-08-14;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990GOQM300;7;2022-08-14;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI99990GWYL300;2;2022-02-23;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990H0VL300;1;2022-02-10;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99990H2FN300;4;2022-12-09;;ANC;c.C-24.2;32;CO;VR;Véhicule routier;Immatriculation;;
DI99990H2FN300;5;2022-12-09;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990H4RM300;1;2022-08-16;;ANC;c.C-24.2;646;PR;VL;Véhicule lourd;Matières dangereuses;;
DI99990H4RM300;2;2022-08-16;;ANC;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;
DI99990HE7N300;3;2022-11-04;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990HGVM300;5;2022-09-12;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990HIVL300;2;2022-02-14;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990HN1N300;1;2022-10-11;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99990HQBN300;1;2022-11-25;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990HRPL300;1;2022-01-12;;ANC;c.C-24.2;513;CO;EN;Ensemble de véhicules routiers;Permis spécial;;
DI99990HW7N300;1;2022-11-08;;ANC;c.C-24.2;463;EX;VL;Véhicule lourd;Surcharge axiale;26000;30630
DI99990HYVM300;1;2022-09-13;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990HZ5N300;1;2022-10-28;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990I0GN300;1;2022-12-14;;ANC;c.C-24.2;519.20;EX;VL;Véhicule lourd;Heures de conduite;;
DI99990I1UL300;2;2022-02-03;;ANC;c.C-24.2;441;CO;VR;Véhicule routier;Équipement;;
DI99990I80M300;1;2022-03-02;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI99990I8CM300;1;2022-05-20;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99990I8CM300;2;2022-05-20;;ANC;c.C-24.2;54;PR;VR;Véhicule routier;Immatriculation;;
DI99990IBYM300;5;2022-09-26;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI99990IBYM300;6;2022-09-26;;ANC;c.C-24.2;270;PR;VL;Véhicule lourd;Équipement;;
DI99990IBYM300;7;2022-09-26;;ANC;c.C-24.2;519.15;PR;VL;Véhicule lourd;Vérification mécanique;;
DI99990IHUM300;1;2022-09-06;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99990IMSL300;1;2022-01-27;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI99990INQM300;2;2022-08-13;;ANC;c.C-24.2;244;PR;VR;Véhicule routier;Équipement;;
DI99990INQM300;3;2022-08-13;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI99990INQM300;4;2022-08-13;;ANC;c.C-24.2;225;PR;VR;Véhicule routier;Équipement;;
DI99990IPQL300;1;2022-01-18;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
DI99990IQ0M300;1;2022-03-04;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990IQOM300;1;2022-08-01;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990IQOM300;2;2022-08-01;;ANC;c.C-24.2;6;PR;VR;Véhicule routier;Immatriculation;;
DI99990IRAN300;2;2022-11-22;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990IRAN300;3;2022-11-22;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99990ISOL300;1;2022-01-06;;ANC;c.C-24.2;463;EX;VL;Véhicule lourd;Dimension;4,15;4,31
DI99990ITMM300;2;2022-07-19;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99990IX6N300;2;2022-11-02;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990J3FM300;1;2022-06-07;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99990J4DN300;2;2022-12-01;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990J4DN300;3;2022-12-01;;ANC;c.T-11.2;20;CQ;VA;Véhicule automobile;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI99990J4DN300;4;2022-12-01;;ANC;c.T-11.2;58;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI99990J6DM300;1;2022-05-27;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI99990J7BN300;1;2022-11-23;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99990JCLM300;1;2022-07-10;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI99990JGHN300;1;2022-12-21;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI99990JJFN300;2;2022-12-12;;ANC;c.C-24.2;35;AU;VR;Véhicule routier;Immatriculation;;
DI99990JJFN300;3;2022-12-12;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI99990JMDN300;1;2022-12-02;;ANC;c.C-24.2;443.2;CO;VR;Véhicule routier;Règles de circulation;;
DI99990JMDN300;2;2022-12-02;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990JMDN300;3;2022-12-02;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990JRNM300;3;2022-07-25;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990JRNM300;4;2022-07-25;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990JRNM300;5;2022-07-25;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99990JS9N300;1;2022-11-17;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI99990KAMM300;1;2022-07-15;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99990KCYL300;1;2022-02-20;;ANC;c.C-24.2;464;CO;HN;Véhicule hors normes;Permis spécial;;
DI99990KGUM300;2;2022-09-06;;ANC;c.C-24.2;30;PR;VR;Véhicule routier;Immatriculation;;
DI99990KJGM300;1;2022-06-14;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99990KJGM300;2;2022-06-14;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI99990KMQM300;1;2022-08-12;;ANC;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;
DI99990KN0N300;2;2022-10-05;;ANC;c.C-24.2;270;CD;VL;Véhicule lourd;Équipement;;
DI99990KN0N300;3;2022-10-05;;ANC;c.C-24.2;213;PR;VR;Véhicule routier;Équipement;;
DI99990KN0N300;4;2022-10-05;;ANC;c.C-24.2;471;CO;VR;Véhicule routier;Arrimage;;
DI99990KPOM300;3;2022-08-01;;ANC;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;
DI99990KPOM300;4;2022-08-01;;ANC;c.C-24.2;210.1;PR;VR;Véhicule routier;Équipement;;
DI99990KPOM300;5;2022-08-01;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI99990KUYL300;1;2022-02-23;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI99990KV8M300;2;2022-05-03;;ANC;c.P-30.3;5;EX;VL;Véhicule lourd;Règlement sur les PEVL;;
DI99990KVWM300;1;2022-09-19;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990KZ4N300;1;2022-10-25;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI99990KZ4N300;2;2022-10-25;;ANC;c.T-12;4;EX;VL;Véhicule lourd;Documents d'expédition;;
DI99990L3DN300;1;2022-12-01;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990L3DN300;2;2022-12-01;;ANC;c.C-24.2;28;AU;VR;Véhicule routier;Immatriculation;;
DI99990L3DN300;3;2022-12-01;;ANC;c.C-24.2;27;AU;VR;Véhicule routier;Immatriculation;;
DI99990L3DN300;4;2022-12-01;;ANC;c.C-24.2;519.40;PR;VL;Véhicule lourd;Immatriculation;;
DI99990L3DN300;5;2022-12-01;;ANC;c.C-24.2;210;PR;VR;Véhicule routier;Équipement;;
DI99990L7PL300;2;2022-01-10;;ANC;c.C-24.2;396;AU;VR;Véhicule routier;Règles de circulation;;
DI99990L7PL300;3;2022-01-10;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99990LB9M300;1;2022-04-28;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990LB9M300;3;2022-04-28;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990LC7N300;2;2022-11-04;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990LC7N300;3;2022-11-04;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990LHTM300;3;2022-08-30;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI99990LHTM300;4;2022-08-30;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990LK3M300;1;2022-03-14;;ANC;c.C-24.2;239;PR;VL;Véhicule lourd;Équipement;;
DI99990LKFM300;3;2022-06-09;;ANC;c.C-24.2;225;PR;VL;Véhicule lourd;Équipement;;
DI99990LNDM300;1;2022-05-31;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990LU7N300;1;2022-11-07;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99990LWJM300;1;2022-07-01;;ANC;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990LWVM300;1;2022-09-13;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99990LXHN300;1;2022-12-27;;ANC;c.C-24.2;474;CO;VR;Véhicule routier;Dimension;;
DI99990LZHM300;1;2022-06-21;;ANC;c.C-24.2;646;CD;VL;Véhicule lourd;Matières dangereuses;;
DI99990LZHM300;2;2022-06-21;;ANC;c.C-24.2;370;CO;VR;Véhicule routier;Règles de circulation;;
DI99990LZHM300;4;2022-06-21;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990M1EN300;2;2022-12-05;;ANC;c.C-24.2;519.21.1;EX;VL;Véhicule lourd;Heures de conduite;;
DI99990M4CN300;1;2022-11-28;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990M4CN300;2;2022-11-28;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990M5QL300;1;2022-01-14;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI99990MBYL300;1;2022-02-19;;ANC;c.C-24.2;463;PR;HN;Véhicule hors normes;Surcharge totale;18000;18100
DI99990MCWM300;2;2022-09-15;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990MCWM300;3;2022-09-15;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99990MD6N300;2;2022-11-01;;ANC;c.C-24.2;6;PR;VR;Véhicule routier;Immatriculation;;
DI99990MD6N300;3;2022-11-01;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990MD6N300;4;2022-11-01;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990MD6N300;5;2022-11-01;;ANC;c.C-24.2;519.21.2;EX;VL;Véhicule lourd;Heures de conduite;;
DI99990MF6M300;1;2022-03-11;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99990MGGN300;1;2022-12-15;;ANC;c.C-24.2;35;AU;VR;Véhicule routier;Immatriculation;;
DI99990MGGN300;2;2022-12-15;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990MGGN300;3;2022-12-15;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990MUKM300;1;2022-07-06;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990MY4N300;3;2022-10-25;;ANC;c.C-24.2;513;CO;VR;Véhicule routier;Permis spécial;;
DI99990MYGN300;1;2022-12-19;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI99990N13M300;1;2022-03-21;;ANC;c.C-24.2;443.1;CO;VR;Véhicule routier;Règles de circulation;;
DI99990NA9M300;1;2022-03-16;;ANC;c.C-24.2;474;CD;VL;Véhicule lourd;Dimension;;
DI99990NA9M300;2;2022-03-16;;ANC;c.C-24.2;474;EX;VL;Véhicule lourd;Dimension;;
DI99990NA9M300;3;2022-03-16;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990NALM300;1;2022-07-08;;ANC;c.C-24.2;646;EX;VL;Véhicule lourd;Matières dangereuses;;
DI99990NAXM300;1;2022-09-20;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99990NB7N300;1;2022-11-04;;ANC;c.C-24.2;470.1;CO;VR;Véhicule routier;Règles de circulation;;
DI99990NDJM300;2;2022-06-29;;ANC;c.C-24.2;519.4;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990NEHN300;1;2022-12-21;;ANC;c.C-24.2;471;CD;VL;Véhicule lourd;Arrimage;;
DI99990NEHN300;2;2022-12-21;;ANC;c.C-24.2;471;EX;VL;Véhicule lourd;Arrimage;;
DI99990NG5M300;1;2022-04-11;;ANC;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;
DI99990NG5M300;2;2022-04-11;;ANC;c.C-24.2;646;TR;VL;Véhicule lourd;Matières dangereuses;;
DI99990NITL300;1;2022-02-01;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI99990NJRM300;1;2022-08-18;;ANC;c.C-24.2;498;AU;AU;Autre véhicule;Autres;;
DI99990NMPM300;2;2022-08-08;;ANC;c.C-24.2;513;AU;VR;Véhicule routier;Permis spécial;;
DI99990NOPL300;1;2022-01-12;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990NOPL300;2;2022-01-12;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990NQ9N300;1;2022-11-16;;ANC;c.C-24.2;359;CO;VR;Véhicule routier;Règles de circulation;;
DI99990NT7N300;3;2022-11-07;;ANC;c.C-24.2;28;AU;VR;Véhicule routier;Immatriculation;;
DI99990NT7N300;4;2022-11-07;;ANC;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;
DI99990NT7N300;5;2022-11-07;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990NT7N300;6;2022-11-07;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990NT7N300;7;2022-11-07;;ANC;c.C-24.2;106;EX;VL;Véhicule lourd;Permis de conduire;;
DI99990NVJM300;3;2022-07-01;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI99990NW5N300;3;2022-10-28;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990NW5N300;4;2022-10-28;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990NW5N300;5;2022-10-28;;ANC;c.C-24.2;523;PR;VL;Véhicule lourd;Vérification mécanique (fréquence);;
DI99990NYHM300;1;2022-06-21;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99990NZ3N300;3;2022-10-20;;ANC;c.C-24.2;519.2;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990NZ3N300;4;2022-10-20;;ANC;c.C-24.2;519.10;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990OE6M300;1;2022-04-15;;ANC;c.C-24.2;646;XP;VL;Véhicule lourd;Matières dangereuses;;
DI99990OHSM300;1;2022-05-03;;ANC;c.T-11.2;55;CQ;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI99990OHSM300;2;2022-05-03;;ANC;c.T-11.2;73;PR;AQ;Automobile qualifiée;Loi concernant le transpt. rémunéré de pers. par automobile;;
DI99990OJSL300;1;2022-01-26;;ANC;c.C-24.2;35;CO;VR;Véhicule routier;Immatriculation;;
DI99990OKEM300;3;2022-06-06;;ANC;c.C-24.2;518;PR;VR;Véhicule routier;Immatriculation;;
DI99990OMQL300;1;2022-01-18;;ANC;c.C-24.2;423;CO;VR;Véhicule routier;Règles de circulation;;
DI99990ONOM300;1;2022-07-29;;ANC;c.C-24.2;519.8.1;CD;VL;Véhicule lourd;Heures de conduite;;
DI99990ONOM300;2;2022-07-29;;ANC;c.C-24.2;310;CO;VR;Véhicule routier;Signalisation routière;;
DI99990OOAN300;1;2022-11-21;;ANC;c.C-24.2;498.1;CO;VA;Véhicule automobile;Autres;;
DI99990P1DN300;2;2022-12-01;;ANC;c.C-24.2;54;PR;VR;Véhicule routier;Immatriculation;;
DI99990P31M300;1;2022-03-11;;ANC;c.C-24.2;406.1;CO;VR;Véhicule routier;Règles de circulation;;
DI99990P99M300;1;2022-04-26;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99990PDHN300;1;2022-12-20;;ANC;c.C-24.2;440.1;PR;VR;Véhicule routier;Équipement;;
DI99990PDHN300;2;2022-12-20;;ANC;c.C-24.2;270;PR;VR;Véhicule routier;Équipement;;
DI99990PDHN300;3;2022-12-20;;ANC;c.C-24.2;213;PR;VR;Véhicule routier;Équipement;;
DI99990PJ1N300;1;2022-10-11;;ANC;c.C-24.2;329;CO;VR;Véhicule routier;Règles de circulation;;
DI99990PR9M300;3;2022-05-09;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990PR9M300;4;2022-05-09;;ANC;c.C-24.2;519.15.1;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990PR9M300;5;2022-05-09;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990PR9M300;6;2022-05-09;;ANC;c.C-24.2;519.16;EX;VL;Véhicule lourd;Ronde de sécurité;;
DI99990PS7N300;1;2022-11-07;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99990PU7M300;1;2022-04-25;;ANC;c.C-24.2;291;CD;VL;Véhicule lourd;Signalisation routière;;
DI99990Q20N300;1;2022-09-30;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990Q4CM300;1;2022-04-25;;ANC;c.C-24.2;437.1;EX;VL;Véhicule lourd;Équipement;;
DI99990QAKM300;1;2022-07-05;;ANC;c.C-24.2;97;CO;VR;Véhicule routier;Permis de conduire;;
DI99990QGSM300;1;2022-08-24;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
DI99990QGSM300;2;2022-08-24;;ANC;c.C-24.2;519.20;PR;VL;Véhicule lourd;Autres;;
DI99990QKCN300;1;2022-11-29;;ANC;c.C-24.2;519.3;CD;VL;Véhicule lourd;Ronde de sécurité;;
