"No structure","IDE_STRCT","Groupe","Statut","Type structure","Charg. conception","Affichage sur place","Responsablilté de gestion","Centre de services","Role VM Inspection","Année de construction","Nom route","Nom obstacle","ICG","Catégorie ICG","Date Insp. Générale Fermee","Superficie du tablier","Superficie du mur","Longitude","Latitude","X","Y","lien_vers_rapport"
"81-05199A",6042009,"P.I. St-Denis / CP, des Carrières","Actif Ville de Montréal","Mur",,,"Ville de Montréal","22 - Arrondissement Le Plateau-Mont-Royal","Inspections annuelle et générale par la Ville Montréal",1933,"Rue Saint-Denis, côté Ouest ",,96.42,4,"2020-12-13",,229,-73.595926,45.529762,297307.3099,5043320.606,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05199A_inspection_generale_web.pdf"
"81-05199B",6042019,,"Actif Ville de Montréal","Pont à  poutres en acier enr. de béton","99-Inconnu","Aucun affichage","Ville Montréal - Canadien Pacifique ","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1933,"Canadien Pacifique rail 1","Rue Saint-Denis Dir. Nord",99.31,4,"2020-12-13",670,,-73.596298,45.5300565,297278.2926,5043353.369,"Non disponible"
"81-05199C",6042024,"P.I. St-Denis / CP, des Carrières","Actif Ville de Montréal","Mur",,,"Ville de Montréal","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1933,"Rue Saint-Denis, coté Ouest, mur Bas",,99.05,4,"2020-12-13",,84,-73.5969475,45.5302175,297227.5826,5043371.322,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05199C_inspection_generale_web.pdf"
"81-05199D",6042040,"P.I. St-Denis / CP, des Carrières","Actif Ville de Montréal","Mur",,,"Ville Montréal - Municipalité ","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1933,"Rue Saint-Denis, côté Est, mur bas ",,98.16,4,"2020-12-13",,106,-73.5967475,45.5303725,297243.2251,5043388.529,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05199D_inspection_generale_web.pdf"
"81-05199E",6042042,"P.I. St-Denis / CP, des Carrières","Actif Ville de Montréal","Mur",,,"Ville de Montréal","22 - Arrondissement Le Plateau-Mont-Royal","Inspections annuelle et générale par la Ville Montréal",1933,"Rue Saint-Denis, côté Est ",,98.52,4,"2020-12-13",,222,-73.5957255,45.5299135,297322.9909,5043337.424,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05199E_inspection_generale_web.pdf"
"81-05200",6036712,,"Actif Ville de Montréal","Pont à  pout. béton précont., préfabr.","99-Inconnu","Aucun affichage","Ville de Montréal","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1970,"Rue des Carrières ","Rue Saint-Hubert, dir. Sud ",54,3,"2021-11-22",382,,-73.594173,45.5319555,297444.521,5043564.21,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05200_inspection_generale_web.pdf"
"81-05201A",6042053,"P.I. St-Hubert / CP, des Carrières","Actif Ville de Montréal","Mur",,,"Ville de Montréal","22 - Arrondissement Le Plateau-Mont-Royal","Inspections annuelle et générale par la Ville Montréal",1931,"Rue Saint-Hubert, côté Ouest ",,98.56,4,"2021-11-03",,286,-73.593404,45.5314895,297504.5243,5043512.353,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05201A_inspection_generale_web.pdf"
"81-05201B",6042055,"P.I. St-Hubert / CP, des Carrières","Actif Ville de Montréal","Pont à  poutres en acier enr. de béton","99-Inconnu","Aucun affichage","Ville Montréal - Canadien Pacifique ","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1931,"Canadien Pacifique rail 1","Rue Saint-Hubert Dir. Sud",72.83,3,"2021-11-03",604,,-73.593916,45.5318445,297464.5799,5043551.851,"Non disponible"
"81-05201C",6042059,"P.I. St-Hubert / CP, des Carrières","Actif Ville de Montréal","Mur",,,"Ville de Montréal","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1931,"Rue Saint-Hubert, côté Ouest ",,99.16,4,"2021-11-03",,323,-73.594869,45.5321515,297390.185,5043586.056,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05201C_inspection_generale_web.pdf"
"81-05201D",6042061,"P.I. St-Hubert / CP, des Carrières","Actif Ville de Montréal","Mur",,,"Ville de Montréal","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1931,"Rue Saint-Hubert, côté Est ",,98.64,4,"2021-11-03",,328,-73.594698,45.53232,297403.5632,5043604.766,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05201D_inspection_generale_web.pdf"
"81-05201E",6042063,"P.I. St-Hubert / CP, des Carrières","Actif Ville de Montréal","Mur",,,"Ville de Montréal","22 - Arrondissement Le Plateau-Mont-Royal","Inspections annuelle et générale par la Ville Montréal",1931,"Rue Saint-Hubert, côté Est ",,99.31,4,"2021-11-03",,250,-73.5932395,45.531661,297517.395,5043531.397,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05201E_inspection_generale_web.pdf"
"81-05202A",6018124,"P.O. Wellington / Canal Lachine","Actif Ville de Montréal","Mur",,,"Ville de Montréal","22 - Arrondissement Le Plateau-Mont-Royal","Inspections annuelle et générale par la Ville Montréal",1933,"Rue D'Iberville ",,98.69,4,"2018-05-22",,357,-73.572909,45.540893,299106.2696,5044555.716,"https://depot.ville.montreal.qc.ca/pontsettunnels/2018/81-05202A_inspection_generale_web.pdf"
"81-05202B",6019540,"P.I. St-Joseph / CP, D'Iberville","Actif Ville de Montréal","Pont à  poutres en acier enr. de béton","99-Inconnu","Aucun affichage","Ville Montréal - Canadien National","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1933,"Canadien Pacifique rail 1","Boulevard Saint-Joseph Est Dir. Ouest",60.39,3,"2018-05-23",834,,-73.573519,45.5413325,299058.6772,5044604.602,"Non disponible"
"81-05202C",6018128,"P.I. St-Joseph / CP, D'Iberville","Actif Ville de Montréal","Mur",,,"Ville de Montréal","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1933,"Boulevard Saint-Joseph Est ",,92.34,4,"2020-12-01",,405,-73.5731559926665,45.5419010083381,299087.0831,5044667.755,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05202C_inspection_generale_web.pdf"
"81-05202D",6018130,"P.I. St-Joseph / CP, D'Iberville","Actif Ville de Montréal","Mur",,,"Ville de Montréal","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1933,"Boulevard Saint-Joseph Est ",,92.68,4,"2020-12-01",,391,-73.572842,45.541839,299111.5973,5044660.842,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05202D_inspection_generale_web.pdf"
"81-05203A",6009058,"P.I. St-Joseph / CP, D'Iberville","Actif Ville de Montréal","Mur",,,"Ville de Montréal","22 - Arrondissement Le Plateau-Mont-Royal","Inspections annuelle et générale par la Ville Montréal",1933,"Boulevard Saint-Joseph Est ",,98.33,4,"2019-09-09",,749,-73.5741055370311,45.5405432337639,299012.7918,5044516.932,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05203A_inspection_generale_web.pdf"
"81-05203B",6009059,"P.I. St-Joseph / CP, D'Iberville","Actif Ville de Montréal","Mur",,,"Ville de Montréal","22 - Arrondissement Le Plateau-Mont-Royal","Inspections annuelle et générale par la Ville Montréal",1933,"Boulevard Saint-Joseph Est ",,98.58,4,"2019-09-09",,767,-73.5745182934251,45.5405204513582,298980.5556,5044514.43,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05203B_inspection_generale_web.pdf"
"81-05203D",6009061,"P.I. St-Joseph / CP, D'Iberville","Actif Ville de Montréal","Mur",,,"Ville de Montréal","22 - Arrondissement Le Plateau-Mont-Royal","Inspections annuelle et générale par la Ville Montréal",1933,"Rue D'Iberville ",,71.84,3,"2019-09-10",,408,-73.573015,45.5407865,299097.9809,5044543.889,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05203D_inspection_generale_web.pdf"
"81-05204A",6009063,"P.I. St-Laurent / CP, Sud de Bellechasse","Actif Ville de Montréal","Mur",,,"Ville de Montréal","22 - Arrondissement Le Plateau-Mont-Royal","Inspections annuelle et générale par la Ville Montréal",1910,"Boulevard Saint-Laurent ",,95.73,4,"2019-08-12",,208,-73.6042968595556,45.5281915451685,296653.2432,5043146.895,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05204A_inspection_generale_web.pdf"
"81-05204B",6009064,"P.I. St-Laurent / CP, Sud de Bellechasse","Actif Ville de Montréal","Pont à  poutres en acier","99-Inconnu","Aucun affichage","Ville Montréal - Canadien Pacifique ","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1910,"Canadien Pacifique rail 1","Boulevard Saint-Laurent ",99.42,4,"2019-08-12",610,,-73.6043786204955,45.5283627765901,296646.8815,5043165.933,"Non disponible"
"81-05204C",6009065,"P.I. St-Laurent / CP, Sud de Bellechasse","Actif Ville de Montréal","Mur",,,"Ville de Montréal","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1910,"Boulevard Saint-Laurent ",,95.7,4,"2019-08-12",,97,-73.605199,45.5286045,296582.8361,5043192.879,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05204C_inspection_generale_web.pdf"
"81-05204D",6008361,"P.I. St-Laurent / CP, Sud de Bellechasse","Actif Ville de Montréal","Mur",,,"Ville de Montréal","25 - Arrondissement Rosemont-La Petite-Patrie","Inspections annuelle et générale par la Ville Montréal",1910,"Boulevard Saint-Laurent ",,97.23,4,"2019-08-13",,174,-73.6047483527479,45.5286327625306,296618.0405,5043195.974,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05204D_inspection_generale_web.pdf"
"81-05204E",6008383,"P.I. St-Laurent / CP, Sud de Bellechasse","Actif Ville de Montréal","Mur",,,"Ville de Montréal","22 - Arrondissement Le Plateau-Mont-Royal","Inspections annuelle et générale par la Ville Montréal",1910,"boulevard Saint-Laurent ",,97.83,4,"2019-08-13",,192,-73.6035895,45.528065,296708.4778,5043132.761,"https://depot.ville.montreal.qc.ca/pontsettunnels/2019/81-05204E_inspection_generale_web.pdf"
"81-05205",6059201,,"Actif Ville de Montréal","Pont à  dalle pleine en béton armé","99-Inconnu","Aucun affichage","Ville Montréal - Canadien National","21 - Arrondissement Le Sud-Ouest","Inspections annuelle et générale par la Ville Montréal",1939,"Canadien National rail 1","rue Sainte-Marguerite ",100,4,"2021-09-28",546,,-73.5875985,45.4757495,297951.2173,5037317.427,"Non disponible"
"81-05207",6059206,,"Actif Ville de Montréal","Pont à  dalle pleine en béton armé","99-Inconnu","Aucun affichage","Ville Montréal - Canadien National","21 - Arrondissement Le Sud-Ouest","Inspections annuelle et générale par la Ville Montréal",1930,"Canadien National rail 1","rue Saint-Rémi Dir. Nord",98.36,4,"2021-11-09",1218,,-73.5942195,45.472098,297433.0867,5036912.222,"Non disponible"
"81-05208B",6042067,"T.V. St-Rémi / Canal Lachine","Actif Ville de Montréal","Mur",,,"Ville de Montréal","21 - Arrondissement Le Sud-Ouest","Inspections annuelle et générale par la Ville Montréal",1951,"Rue Saint-Rémi, côté Ouest",,99.82,4,"2021-09-07",,324,-73.5867309884649,45.4670109769298,298017.9947,5036346.243,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05208B_inspection_generale_web.pdf"
"81-05208C",6042175,"T.V. St-Rémi / Canal Lachine","Actif Ville de Montréal","Tunnel",,,"Ville de Montréal","21 - Arrondissement Le Sud-Ouest","Inspections annuelle et générale par la Ville Montréal",1951,"Tunnel Saint-Rémi dir. Sud","Canal Lachine",73.69,3,"2021-09-07",,,-73.5873195,45.4680005,297972.095,5036456.258,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05208C_inspection_generale_web.pdf"
"81-05208D",6029388,"T.V. St-Rémi / Canal Lachine","Actif Ville de Montréal","Mur",,,"Ville de Montréal","21 - Arrondissement Le Sud-Ouest","Inspections annuelle et générale par la Ville Montréal",1951,"Rue Saint-Rémi ",,99.4,4,"2021-09-07",,191,-73.5880775,45.468815,297912.9227,5036546.838,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05208D_inspection_generale_web.pdf"
"81-05208E",6042069,"T.V. St-Rémi / Canal Lachine","Actif Ville de Montréal","Mur",,,"Ville de Montréal","21 - Arrondissement Le Sud-Ouest","Inspections annuelle et générale par la Ville Montréal",1951,"Rue Saint-Rémi, côté Est",,98.69,4,"2021-09-07",,152,-73.5878335,45.4688735,297932.009,5036553.318,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05208E_inspection_generale_web.pdf"
"81-05208F",6042071,"T.V. St-Rémi / Canal Lachine","Actif Ville de Montréal","Mur",,,"Ville de Montréal","21 - Arrondissement Le Sud-Ouest","Inspections annuelle et générale par la Ville Montréal",1951,"Rue Saint-Rémi, côté Est ",,96.49,4,"2021-09-07",,137,-73.5864779888628,45.4670469732708,298037.7825,5036350.222,"https://depot.ville.montreal.qc.ca/pontsettunnels/2021/81-05208F_inspection_generale_web.pdf"
"81-05209A",6009066,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne","Actif Ville de Montréal","Mur",,,"Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1932,"Rue De Salaberry ",,96.67,4,"2020-09-11",,102,-73.693955,45.543046,289653.9235,5044810.695,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05209A_inspection_generale_web.pdf"
"81-05209B",6009067,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne","Actif Ville de Montréal","Mur",,,"Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1932,"Rue De Salaberry ",,98.59,4,"2020-09-11",,113,-73.694218,45.5431375,289633.4103,5044820.913,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05209B_inspection_generale_web.pdf"
"81-05209C",6009068,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne","Actif Ville de Montréal","Pont à  poutres en acier enr. de béton","99-Inconnu","Aucun affichage","Ville Montréal - Canadien Pacifique ","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1932,"Canadien Pacifique rail 1","Rue De Salaberry, dir. Ouest",60.63,3,"2018-11-30",561,,-73.6938605,45.543425,289661.4048,5044852.796,"Non disponible"
"81-05209D",6009069,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne","Actif Ville de Montréal","Mur",,,"Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1932,"Rue De Salaberry ",,96.09,4,"2020-09-11",,205,-73.693696,45.543972,289674.3973,5044913.553,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05209D_inspection_generale_web.pdf"
"81-05209E",6009070,"P.I. De Salaberry / CP, Est de Bois-de-Boulogne","Actif Ville de Montréal","Mur",,,"Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1932,"Rue De Salaberry ",,97.06,4,"2020-09-11",,187,-73.6934375,45.5438735,289694.5571,5044902.558,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05209E_inspection_generale_web.pdf"
"81-05210A",6009071,"P.I. Sauvé / CP, entre l'Acadie et Meilleur","Actif Ville de Montréal","Mur",,,"Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1970,"Rue Sauvé Ouest ",,86.67,4,"2020-12-14",,393,-73.6650585,45.5373665,291909.1728,5044174.479,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05210A_inspection_generale_web.pdf"
"81-05210B",6009072,"P.I. Sauvé / CP, entre l'Acadie et Meilleur","Actif Ville de Montréal","Mur",,,"Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1970,"Rue Sauvé Ouest ",,96.02,4,"2020-12-14",,383,-73.665369,45.5374035,291884.9316,5044178.641,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05210B_inspection_generale_web.pdf"
"81-05210C",6009073,"P.I. Sauvé / CP, entre l'Acadie et Meilleur","Actif Ville de Montréal","Pont à  dalle pleine en béton armé","99-Inconnu","Aucun affichage","Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1970,"Virage en U","Rue Sauvé Ouest, dir. Ouest",70.2,3,"2020-12-14",486,,-73.6649494038118,45.5380239366862,291917.8431,5044247.523,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05210C_inspection_generale_web.pdf"
"81-05210D",6010420,"P.I. Sauvé / CP, entre l'Acadie et Meilleur","Actif Ville de Montréal","Pont à  dalle pleine en béton armé","98-Autre","Aucun affichage","Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1970,"Terrain vague Canadien Pacifique","rue Sauvé Ouest Dir. Est",69.4,3,"2020-12-14",295,,-73.665033,45.5381715,291911.3482,5044263.935,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05210D_inspection_generale_web.pdf"
"81-05210E",6009075,"P.I. Sauvé / CP, entre l'Acadie et Meilleur","Actif Ville de Montréal","Pont à  dalle pleine en béton armé","98-Autre","Aucun affichage","Ville Montréal - Canadien Pacifique ","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1970,"Canadien Pacifique rail 1","rue Sauvé Ouest Dir. Est",68.41,3,"2020-12-14",384,,-73.665007,45.5382885,291913.4054,5044276.933,"Non disponible"
"81-05210F",6009076,"P.I. Sauvé / CP, entre l'Acadie et Meilleur","Actif Ville de Montréal","Pont à  dalle pleine en béton armé","99-Inconnu","Aucun affichage","Ville Montréal - Canadien Pacifique ","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1970,"Voie de service Canadien Pacifique","rue Sauvé Ouest Dir Est",69.73,3,"2020-12-14",281,,-73.664979,45.5384005,291915.6177,5044289.376,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05210F_inspection_generale_web.pdf"
"81-05210G",6011660,"P.I. Sauvé / CP, entre l'Acadie et Meilleur","Actif Ville de Montréal","Mur",,,"Ville de Montréal","24 - Arrondissement Ahuntsic-Cartierville","Inspections annuelle et générale par la Ville Montréal",1970,"Rue Sauvé Ouest, côté Nord ",,95.95,4,"2020-12-14",,577,-73.6649675045099,45.5391629837642,291916.6896,5044374.11,"https://depot.ville.montreal.qc.ca/pontsettunnels/2020/81-05210G_inspection_generale_web.pdf"
