No structure,IDE_STRCT,Groupe,Statut,Type structure,Charg. conception,Affichage,Responsablilté de gestion,Centre de services,Role VM Inspection,Année de construction,Nom route,Nom obstacle,ICG,Catégorie ICG,Date Insp. Générale Fermee,Superficie du tablier,Superficie du mur,Longitude,Latitude,X,Y
81-05454,6030283,,Actif Ville de Montréal,Mur,,,Ville de Montréal,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Inspections annuelle et générale par la Ville Montréal,2000,Chemin de la carrière St-Michel,,56.62,3,2017/06/07 00:00:00,,1409,-73.6145594788341,45.5744214871208,295858.9506,5048285.588
81-05508A,6064389,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,24 - Arrondissement Ahuntsic-Cartierville,Inspection annuelle par la Ville de Montréal,1995,"Aut.15, côté Ouest, entre rue de la paix et rue Dudemaine",,,,,,874,-73.6948810161639,45.5314815084346,289578.4905,5043525.695
81-05508B,6064390,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,24 - Arrondissement Ahuntsic-Cartierville,Inspection annuelle par la Ville de Montréal,1995,"Aut.15, côté Ouest entre rue Dudemaine et pl. Jean Massé",,,,,,2104,-73.6984895012084,45.5337025007565,289297.2539,5043773.206
81-05508C,6064391,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,24 - Arrondissement Ahuntsic-Cartierville,Inspection annuelle par la Ville de Montréal,1995,"Aut.15, côté O, entre Salaberry et Médéric Martin",,,,,,2233,-73.7068328475806,45.5373748741983,288646.66,5044182.966
81-05508D,6064392,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,24 - Arrondissement Ahuntsic-Cartierville,Inspection annuelle par la Ville de Montréal,1995,"Aut. 15, côté Est, entre Pt. Médéric Martin et De Salaberry",,,,,,2584,-73.706108341487,45.5376907090216,288703.333,5044217.92
81-05508E,6064393,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,24 - Arrondissement Ahuntsic-Cartierville,Inspection annuelle par la Ville de Montréal,1995,"Aut. 15 côté Est, entre ter. Louisbourg et rue Dudemaine",,,,,,1616,-73.6976400004863,45.5338350003055,289363.6393,5043787.767
81-05508F,6064397,"E.A. Écran antibruit Aut. 15, de la rue Sauvé O au pont Médé",Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,24 - Arrondissement Ahuntsic-Cartierville,Inspection annuelle par la Ville de Montréal,1995,Autoroute Laurentides,,,,,,4006,-73.6933193424927,45.5313810165556,289700.4407,5043514.232
81-05524,6039414,,Actif Ville de Montréal,Mur,,,Ville de Montréal,17 - Arrondissement Lachine,Inspections annuelle et générale par la Ville Montréal,1951,boulevard Saint-Joseph,,51.71,3,2017/10/31 00:00:00,,139,-73.6886155,45.4331625,290042.2222,5032598.327
81-05527A,6039430,"P.I. Marcel-Laurin / CN, au Nord de l'aut. 40",Actif Ville de Montréal,Mur,,,Ville de Montréal,15 - Arrondissement Saint-Laurent,Inspections annuelle et générale par la Ville Montréal,1966,boulevard Marcel-Laurin,,65.95,3,2018/07/28 00:00:00,,330,-73.6703795990097,45.5031750267622,291485.5408,5040375.62
81-01201B,6041601,,Actif Ville de Montréal,Mur,,,Ville de Montréal,09 - Arrondissement Anjou,Inspections annuelle et générale par la Ville Montréal,1974,"Avenue Bourget, côté Est",,98.42,4,2016/05/26 00:00:00,,177,-73.5492167607784,45.6258611710468,300962.2768,5053996.997
81-01506,6011741,,Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,09 - Arrondissement Anjou,Inspections annuelle et générale par la Ville Montréal,1999,Voie de desserte autoroute 40 direction Est,,99.99,4,2015/10/14 00:00:00,,3767,-73.5578769814759,45.6143145447944,300286.0615,5052714.24
81-01507,6086481,,Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,09 - Arrondissement Anjou,Inspections annuelle et générale par la Ville Montréal,1999,Voie de desserte autoroute 40 direction Est,,99.79,4,2017/12/08 00:00:00,,944,-73.5590040808954,45.6130290951145,300198.0517,5052571.448
81-01508,6011743,,Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,09 - Arrondissement Anjou,Inspections annuelle et générale par la Ville Montréal,1999,Boulevard Métropolitain Est Dir. Est,,99.99,4,2015/10/14 00:00:00,,3646,-73.5640782034046,45.6070298424844,299801.7691,5051905.04
81-01511,6064783,,Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Inspections annuelle et générale par la Ville Montréal,1999,rue Curatteau,,99.88,4,2018/05/08 00:00:00,,1162,-73.5184970961601,45.5886796481391,303356.7183,5049863.909
81-01512,6064784,,Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Inspections annuelle et générale par la Ville Montréal,1999,"Côté Ouest de la rue Curatteau, du Nord de Tellier au CN",,99.75,4,2018/05/08 00:00:00,,570,-73.5219180272787,45.5897320889063,303089.8236,5049980.936
81-01513,6064785,,Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,23 - Arrondissement Mercier-Hochelaga-Maisonneuve,Inspections annuelle et générale par la Ville Montréal,1999,"Côté Est de la rue Curatteau, de Souligny O à Hochelaga",,99.63,4,2018/05/14 00:00:00,,192,-73.5248015704805,45.5906410218177,302864.8635,5050082.013
81-01519,6041903,,Actif Ville de Montréal,Mur,,,Ville Montréal - Municipalité,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Inspections annuelle et générale par la Ville Montréal,2001,"Voie de service Acadie Sud, dir. Est, côté Sud",,99.23,4,2016/09/22 00:00:00,,431,-73.6484398718228,45.5304340175923,293205.6388,5043401.53
81-01520,6092361,,Actif Ville de Montréal,Mur,,,Ville Montréal - Municipalité,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Inspections annuelle et générale par la Ville Montréal,2003,"Voie de service Acadie Sud, dir. Est, côté Nord",,99.61,4,2018/05/31 00:00:00,,319,-73.6483824080506,45.5306943703341,293210.1806,5043430.455
81-01527,6064387,,Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,09 - Arrondissement Anjou,Inspections annuelle et générale par la Ville Montréal,1999,Boulevard Louis-H.-La Fontaine,,99.56,4,2017/12/08 00:00:00,,1474,-73.5531534890349,45.5992044951209,300653.3427,5051034.767
81-01528,6064388,,Actif Ville de Montréal,Mur,,,Ville de Montréal - MTQ,09 - Arrondissement Anjou,Inspections annuelle et générale par la Ville Montréal,1999,Boulevard Louis-H.-La Fontaine,,99.74,4,2017/11/29 00:00:00,,3240,-73.5586655005146,45.6016810002337,300223.5361,5051310.286
81-02503,6006660,,Actif Ville de Montréal,Mur,,,Ville de Montréal,05 - Arrondissement Outremont,Inspections annuelle et générale par la Ville Montréal,1945,chemin de la Côte-Sainte-Catherine,,98.78,4,2017/09/28 00:00:00,,427,-73.5958576054,45.5159469000038,297310.8194,5041785.316
81-02523,6041609,,Actif Ville de Montréal,Mur,,,Ville de Montréal,20 - Arrondissement Ville-Marie,Inspections annuelle et générale par la Ville Montréal,2005,"Rue Panet, côté Ouest",,95.12,4,2018/10/16 00:00:00,,69,-73.564528215438,45.523982500324,299759.2453,5042675.874
81-02524,6041611,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,2002,"Chemin de la Côte-de-Liesse, côté Nord",,99.92,4,2016/09/19 00:00:00,,731,-73.649426069491,45.5288254801379,293128.276,5043222.915
81-03120B,6029396,,Actif Ville de Montréal,Mur,,,Ville de Montréal,15 - Arrondissement Saint-Laurent,Inspections annuelle et générale par la Ville Montréal,1977,Boulevard Henri-Bourassa Ouest Dir. Ouest,,99.29,4,2016/07/27 00:00:00,,280,-73.6878752302429,45.5286255915525,290124.9465,5043207.009
81-03205A,6069701,,Actif Ville de Montréal,Mur,,,Ville Montréal - Municipalité,17 - Arrondissement Lachine,Inspections annuelle et générale par la Ville Montréal,1960,Rue Saint-Jacques côté Nord,,89.44,4,2017/10/04 00:00:00,,90,-73.6434839771741,45.446828543952,293576.1422,5034109.733
81-03205C,6069702,,Actif Ville de Montréal,Mur,,,Ville Montréal - Municipalité,17 - Arrondissement Lachine,Inspections annuelle et générale par la Ville Montréal,1960,Rue Saint-Jacques côté Sud,,99.29,4,2017/10/04 00:00:00,,133,-73.6433659949656,45.4466600068174,293585.3378,5034090.987
81-03252B,6041683,,Actif Ville de Montréal,Mur,,,Ville Montréal - Canadien Pacifique,17 - Arrondissement Lachine,Inspections annuelle et générale par la Ville Montréal,1992,Rue Fairway côté Nord,,99.48,4,2016/07/19 00:00:00,,933,-73.7056705812406,45.4540017917776,288713.711,5034917.454
81-03517,6041685,,Actif Ville de Montréal,Mur,,,Ville de Montréal,17 - Arrondissement Lachine,Inspections annuelle et générale par la Ville Montréal,1930,"Boul. St-Joseph, côté Sud",,97.11,4,2018/11/19 00:00:00,,95,-73.7095211300476,45.4360158524122,288407.3364,5032919.466
81-03522,6069103,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,2002,"Voie de service Nord, dir. Ouest, côté Nord",,99.32,4,2016/09/27 00:00:00,,345,-73.6483142476407,45.5319357194681,293215.7593,5043568.398
81-03524,6069115,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,2002,"Sortie de l'Acadie Nord, dir. Ouest, côté Nord",,92.58,4,2016/09/26 00:00:00,,494,-73.6491072291368,45.5309099717451,293153.611,5043454.52
81-03903,6059184,,Actif Ville de Montréal,Mur,,,Ville de Montréal,17 - Arrondissement Lachine,Inspections annuelle et générale par la Ville Montréal,1907,"Quai, boul. St-Joseph, côté Sud",,99.81,4,2017/08/07 00:00:00,,1926,-73.694995402608,45.432205279221,289542.7838,5032493.142
81-05029A,6080101,,Actif Ville de Montréal,Mur,,,Ville de Montréal,20 - Arrondissement Ville-Marie,Inspections annuelle et générale par la Ville Montréal,1895,Rue Berri,,96.33,4,2017/09/12 00:00:00,,405,-73.5511460001387,45.5111849356557,300803.7188,5041252.918
81-05029C,6080102,,Actif Ville de Montréal,Mur,,,Ville de Montréal,20 - Arrondissement Ville-Marie,Inspections annuelle et générale par la Ville Montréal,1895,Rue Berri,,94.33,4,2017/09/12 00:00:00,,248,-73.5522470868133,45.5115008773037,300717.7085,5041288.084
81-05033A,6006705,P.S. Armand-Bombardier / CN,Actif Ville de Montréal,Mur,,,Ville de Montréal,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Inspections annuelle et générale par la Ville Montréal,1985,Boulevard Armand-Bombardier,,95.25,4,2015/11/26 00:00:00,,118,-73.5833263414182,45.6264153460032,298302.6142,5054060.783
81-05033C,6006744,P.S. Armand-Bombardier / CN,Actif Ville de Montréal,Mur,,,Ville de Montréal,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Inspections annuelle et générale par la Ville Montréal,1985,Boulevard Armand-Bombardier,,94.32,4,2015/11/11 00:00:00,,197,-73.586424,45.628666,298061.3435,5054311.161
81-05033D,6006746,P.S. Armand-Bombardier / CN,Actif Ville de Montréal,Mur,,,Ville de Montréal,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Inspections annuelle et générale par la Ville Montréal,1985,Boulevard Armand-Bombardier Dir. Nord,,95.33,4,2015/11/26 00:00:00,,197,-73.5861654062299,45.6288087833148,298081.5236,5054327.007
81-05033E,6006747,P.S. Armand-Bombardier / CN,Actif Ville de Montréal,Mur,,,Ville de Montréal,19 - Arrondissement Rivière-des-Prairies-Pointe-aux-Trembles,Inspections annuelle et générale par la Ville Montréal,1985,Boulevard Armand-Bombardier,,90.83,4,2015/11/26 00:00:00,,118,-73.5830650894466,45.626601126186,298323.0068,5054081.408
81-05071E,6017244,"P.S. Notre-Dame, Angrignon / Aut. 20, CN, CP et canal Lachin",Actif Ville de Montréal,Mur,,,Ville de Montréal,21 - Arrondissement Le Sud-Ouest,Inspections annuelle et générale par la Ville Montréal,1966,rue Notre-Dame Ouest,,75,4,2017/10/05 00:00:00,,82,-73.6237101195333,45.4537365991226,295124.1091,5034874.851
81-05084A,6007862,"P.S. Querbes, Du Parc et CP / Aut. 40 et voies de service",Actif Ville de Montréal,Mur,,,Ville de Montréal,26 - Arrondissement Villeray-Saint-Michel-Parc-Extension,Inspections annuelle et générale par la Ville Montréal,1957,"Boulevard Crémazie Ouest, dir Est, côté Sud",,75,4,2017/10/19 00:00:00,,329,-73.6459765036587,45.5343563350136,293398.8404,5043837.069
81-05084B,6009820,"P.S. Querbes, Du Parc et CP / Aut. 40 et voies de service",Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,1957,"Boulevard Crémazie Ouest, dir. Ouest",,75,4,2017/10/19 00:00:00,,311,-73.646722,45.534161,293340.5755,5043815.467
81-05123A,6041688,,Actif Ville de Montréal,Mur,,,Ville de Montréal,18 - Arrondissement LaSalle,Inspections annuelle et générale par la Ville Montréal,1990,"Boulevard Angrignon, côté Ouest",,99.88,4,2017/04/18 00:00:00,,364,-73.6246180655139,45.4511101715224,295052.6424,5034583.087
81-05123C,6057309,,Actif Ville de Montréal,Mur,,,Ville de Montréal,18 - Arrondissement LaSalle,Inspections annuelle et générale par la Ville Montréal,1990,"Boulevard Angrignon, côté Est",,99.84,4,2017/04/18 00:00:00,,464,-73.6239889767425,45.4512106086027,295101.8656,5034594.173
81-05125C,6015809,,Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1966,Chemin Upper-Lachine,,99.32,4,2016/07/05 00:00:00,,177,-73.6060439635969,45.4725869486466,296508.6174,5036967.711
81-05125D,6015821,,Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1966,Chemin Upper-Lachine,,99.81,4,2016/07/05 00:00:00,,207,-73.6058425159211,45.4719364018628,296524.273,5036895.395
81-05125E,6015823,,Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1966,Boulevard De Maisonneuve Ouest,,98.16,4,2016/07/05 00:00:00,,152,-73.6063860141727,45.4725059855649,296481.8611,5036958.749
81-05155C,6041703,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,1999,"Rue Chabanel Ouest, côté Sud",,97.8,4,2017/04/13 00:00:00,,127,-73.6552905,45.5369795,292671.956,5044129.949
81-05156A,6041709,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,1999,"Rue Chabanel Ouest, côté Sud",,98.49,4,2017/04/13 00:00:00,,476,-73.6558155000104,45.5357749982717,292630.6942,5043996.171
81-05156B,6041714,,Actif Ville de Montréal,Mur,,,Ville de Montréal,24 - Arrondissement Ahuntsic-Cartierville,Inspections annuelle et générale par la Ville Montréal,1999,"Rue Chabanel Ouest, côté Nord",,99.32,4,2017/04/13 00:00:00,,472,-73.6561470014353,45.5359429751208,292604.84,5044014.889
81-05161C,6041731,T.V. Tunnel Atwater / Sous Canal Lachine,Actif Ville de Montréal,Mur,,,Ville de Montréal,21 - Arrondissement Le Sud-Ouest,Inspections annuelle et générale par la Ville Montréal,1952,"Avenue Atwater, côté Ouest",,99.62,4,2017/09/27 00:00:00,,391,-73.577166,45.478635,298767.1776,5037637.257
81-05161D,6041738,T.V. Tunnel Atwater / Sous Canal Lachine,Actif Ville de Montréal,Mur,,,Ville de Montréal,21 - Arrondissement Le Sud-Ouest,Inspections annuelle et générale par la Ville Montréal,1952,"Avenue Atwater, côté Est",,99.92,4,2017/09/27 00:00:00,,424,-73.5769884500754,45.4788400545323,298781.0803,5037660.031
81-05161E,6054537,T.V. Tunnel Atwater / Sous Canal Lachine,Actif Ville de Montréal,Mur,,,Ville de Montréal,21 - Arrondissement Le Sud-Ouest,Inspections annuelle et générale par la Ville Montréal,1952,"Avenue Atwater, côté Est",,99.85,4,2017/09/27 00:00:00,,391,-73.5744141792593,45.4766054534875,298982.1055,5037411.51
81-05163A,6013221,P.I. Berri / Sherbrooke,Actif Ville de Montréal,Mur,,,Ville de Montréal,20 - Arrondissement Ville-Marie,Inspections annuelle et générale par la Ville Montréal,1959,Rue Berri,,77.51,4,2016/07/20 00:00:00,,530,-73.5660508964856,45.5174757947679,299639.7031,5041952.875
81-05163C,6013225,P.I. Berri / Sherbrooke,Actif Ville de Montréal,Mur,,,Ville de Montréal,22 - Arrondissement Le Plateau-Mont-Royal,Inspections annuelle et générale par la Ville Montréal,1959,Rue Berri,,75,4,2016/07/20 00:00:00,,514,-73.5677605840972,45.5182173403792,299506.2015,5042035.395
81-05163D,6013227,P.I. Berri / Sherbrooke,Actif Ville de Montréal,Mur,,,Ville de Montréal,22 - Arrondissement Le Plateau-Mont-Royal,Inspections annuelle et générale par la Ville Montréal,1959,Rue Berri,,75.46,4,2016/07/18 00:00:00,,490,-73.5678785,45.518527,299497.0184,5042069.816
81-05163E,6013229,P.I. Berri / Sherbrooke,Actif Ville de Montréal,Mur,,,Ville de Montréal,20 - Arrondissement Ville-Marie,Inspections annuelle et générale par la Ville Montréal,1959,Rue Berri,,75,4,2016/07/18 00:00:00,,550,-73.565791702546,45.5175985563153,299659.9641,5041966.501
81-05168D,6009989,"P.I. Cavendish / CP, De Maisonneuve",Actif Ville de Montréal,Mur,,,Ville de Montréal,27 - Arrondissement Côte-des-Neiges-Notre-Dame-de-Grâce,Inspections annuelle et générale par la Ville Montréal,1955,boulevard Cavendish,,99.56,4,2017/10/05 00:00:00,,224,-73.626145,45.462358,294935.1702,5035833.24
81-05169B,6009042,"P.I. Christophe-Colomb / CP, des Carrières",Actif Ville de Montréal,Mur,,,Ville de Montréal,25 - Arrondissement Rosemont-La Petite-Patrie,Inspections annuelle et générale par la Ville Montréal,1953,Avenue Christophe-Colomb,,82.06,4,2017/07/11 00:00:00,,245,-73.592792995034,45.5337799970656,297552.5421,5043766.843
81-05169C,6007960,"P.I. Christophe-Colomb / CP, des Carrières",Actif Ville de Montréal,Mur,,,Ville de Montréal,25 - Arrondissement Rosemont-La Petite-Patrie,Inspections annuelle et générale par la Ville Montréal,1953,"Avenue Christophe-Colomb, côté Est",,84.26,4,2017/07/05 00:00:00,,221,-73.5929565,45.5340995,297539.8129,5043802.364
81-05170A,6041741,"P.I. Clark / CP, Van Horne",Actif Ville de Montréal,Mur,,,Ville de Montréal,22 - Arrondissement Le Plateau-Mont-Royal,Inspections annuelle et générale par la Ville Montréal,1953,"Avenue Christophe-Colomb, côté Ouest",,82.54,4,2017/07/11 00:00:00,,155,-73.591694,45.5331915,297638.3028,5043701.344
81-05170C,6041743,"P.I. Clark / CP, Van Horne",Actif Ville de Montréal,Mur,,,Ville de Montréal,25 - Arrondissement Rosemont-La Petite-Patrie,Inspections annuelle et générale par la Ville Montréal,1953,"Avenue Christophe-Colomb, côté Est",,99.09,4,2017/07/11 00:00:00,,72,-73.592118,45.533675,297605.2482,5043755.114
