caseid,mode,q1a,q1b,q2,age5,q3a,q3b,classc,q4,q4t,q4a,q5,qquot_m1,qquot_m2,qquot_m3,q6,q7,q7t_m1,q7t_m2,q8,q9,q10a,q10b,q10c,q10d,q10e,q10f,nbq10,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,q11i,nbq11,q12,q13,q14a,q14b,q14c,q14d,q14e,q14f,q14g,q14h,q14i,nbq14,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,q15i,nbq15,q16,q17,q18,q19,q20,q21,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q22h,q22i,q22j,q22k,q22k_o,nbq22,q23a,q23b,q23c,q25a,q25b,q25c,q25d,q25e,q25f,q26a,q26b,q26c,q26d,q26e,q26f,q26g,q27a,q27b,q27c,q27d,q27e,q27f,nbq27,q28a,q28b,q28c,q28d,q28e,q28f,nbq28,q29,q30,q31,q32,q3132_m1,q3132_m2,q3132_m3,q33,q34,q35,poids
12323,1,1,11,7,5,2,3,3,1,2,,3,2,3,5,2,1,2,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,4,4,5,5,5,5,5,1,1,2,2,2,3,2,1,2,1,2,2,1,3,2,,2,,,2,0,1,4,18,1,1,3,,2,2,5,"0,207754164934158"
12557,1,1,15,6,5,2,3,3,1,2,,3,2,3,5,2,1,2,11,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,4,4,4,5,4,4,4,5,1,2,1,2,1,3,2,2,1,1,1,1,2,4,,2,2,2,2,,0,1,4,8,1,1,3,,2,2,3,"0,47519451379776"
12722,2,1,7,4,3,1,1,1,,1,,,1,,,1,,1,11,1,2,1,9,2,2,1,9,2,9,9,9,1,1,9,9,2,9,2,3,9,,,,,,,,,,,,,,,,,,,,,2,4,4,1,3,3,1,1,1,1,1,1,1,1,1,1,2,,10,5,5,5,3,4,5,4,4,5,2,2,1,2,2,1,2,1,1,9,9,2,1,3,9,1,,,,1,2,2,3,,,,,,1,99,1,"0,719606339931488"
12730,1,1,15,6,5,1,1,1,,1,,,1,,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,8,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2,5,2,4,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,,1,4,4,4,4,5,5,5,5,5,2,2,2,2,3,2,2,2,2,2,2,2,2,0,,,,,,,0,2,4,,,,,,1,2,7,"0,273272931575775"
13146,2,1,9,99,6,1,1,1,,1,,,1,,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,3,2,2,1,1,1,2,2,1,1,2,1,2,1,99,6,4,4,4,3,3,3,3,3,3,1,1,1,2,3,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,4,,,,,,1,2,99,"1,88966810703278"
13147,1,1,2,6,5,1,1,1,,1,,,1,,,3,2,3,10,3,2,2,2,2,2,1,2,1,2,2,2,2,9,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,4,4,5,5,4,4,3,3,2,3,3,3,2,1,1,2,2,1,1,4,2,2,,,2,2,0,2,3,,,,,,2,2,4,"0,068389438092709"
13273,1,1,19,5,4,2,3,3,1,2,,3,2,3,5,2,1,2,11,99,1,,,,,,,,,,,,,,,,,,1,1,2,2,9,9,2,9,9,2,9,0,9,9,9,9,9,9,9,9,9,0,99,4,3,1,2,2,9,9,2,9,9,9,9,9,9,9,9,,0,4,4,9,3,3,4,4,4,5,2,2,1,2,1,3,2,2,1,1,1,2,2,3,,2,2,2,,,0,1,4,99,1,1,3,,2,2,99,"1,13163006305695"
13613,2,1,3,5,4,1,1,1,,1,,,1,,,3,2,3,10,4,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,,0,2,5,4,5,4,5,5,5,5,3,3,3,2,3,3,1,2,1,1,2,2,2,2,,2,2,,,,0,2,4,,,,,,1,2,7,"0,373394280672073"
13811,2,1,17,5,4,1,1,1,,1,,,1,,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,3,3,3,3,3,3,2,2,2,1,1,3,2,1,1,2,1,1,1,5,2,2,,2,2,2,0,2,3,,,,,,2,2,99,"0,729385852813721"
13815,2,1,9,5,4,1,1,1,,1,,,1,,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,1,2,2,2,7,3,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,9,,0,4,4,3,4,4,3,5,4,3,3,2,2,3,3,3,2,1,2,1,2,1,2,3,2,,2,,2,,0,1,4,,,,,,2,2,5,"0,567892789840698"
13992,1,1,19,6,5,1,1,1,,1,,,1,,,1,,1,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,1,4,3,3,3,3,3,4,5,3,3,3,3,2,3,2,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,,,,,,2,2,3,"0,245007812976837"
14146,1,1,4,6,5,1,2,2,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,5,4,4,4,5,3,5,4,1,3,1,3,2,3,3,1,2,1,1,2,1,4,2,,2,2,,2,0,1,3,,,,,,2,2,2,"0,542204260826111"
14401,1,1,19,6,5,1,1,1,,1,,,1,,,2,1,2,11,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,5,5,3,5,5,5,3,2,2,2,3,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,,,,,,2,2,6,"0,245007812976837"
14406,1,1,11,5,4,1,1,1,,1,,,1,,,3,2,3,10,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,3,5,4,4,5,4,4,2,2,2,2,1,3,2,1,1,9,2,1,2,3,2,2,,,2,,0,1,4,,,,,,2,2,7,"0,525116801261902"
14596,1,1,1,6,5,1,1,1,,1,,,1,,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,,1,2,3,4,3,5,4,4,3,5,3,2,2,2,3,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,4,,,,,,2,1,6,"0,230107858777046"
14807,1,1,3,5,4,1,2,2,,1,,,1,,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,3,4,3,5,3,4,2,2,2,2,3,3,3,1,1,1,1,2,2,4,2,2,2,2,,,0,2,4,,,,,,2,2,7,"0,556000351905823"
15018,2,1,6,5,4,1,1,1,,1,,,1,,,2,1,2,11,1,1,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,4,4,5,5,5,5,5,5,3,2,2,2,2,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,4,,,,,,2,1,6,"1,4547700881958"
15218,2,1,18,6,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,9,2,4,5,9,3,3,3,3,3,2,3,3,3,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,4,,,,,,2,2,5,"0,337907910346985"
15868,2,1,6,6,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,4,4,4,5,5,4,4,1,1,1,2,1,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,,,,,,2,2,2,"0,39475953578949"
16023,2,1,10,6,5,1,1,1,,1,,,1,,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,2,2,3,2,2,2,2,2,2,1,2,1,2,2,,2,3,4,9,2,4,4,3,3,4,2,3,2,2,3,3,3,1,1,1,1,1,2,5,2,2,2,2,2,,0,2,4,,,,,,2,2,2,"0,158832654356956"
16087,1,1,14,6,5,1,1,1,,1,,,1,,,2,97,8,,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,,1,5,2,4,4,4,4,3,4,3,3,2,2,2,1,3,2,2,2,2,2,2,2,0,,,,,,,0,2,3,,,,,,2,2,5,"0,205123543739319"
16183,1,1,9,6,5,1,1,1,,1,,,1,,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,5,5,4,5,4,5,5,4,2,2,2,2,3,3,3,1,2,1,1,2,2,3,2,,2,2,,,0,1,4,,,,,,1,2,99,"0,228951424360275"
16411,1,1,14,6,5,1,2,2,,1,,,1,,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,4,4,4,4,4,4,4,3,2,2,2,3,3,1,2,2,2,2,2,2,0,,,,,,,0,1,3,,,,,,2,2,3,"0,304758161306381"
16441,2,1,7,5,4,1,1,1,,1,,,1,,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,5,4,4,4,2,2,2,2,2,2,2,2,2,2,2,,0,5,3,1,1,1,1,3,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,0,,,,,,,0,1,3,,,,,,2,2,3,"0,724159955978394"
16665,2,1,9,7,5,1,1,1,,1,,,1,,,1,,1,11,2,99,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,4,5,5,5,5,5,3,3,3,3,3,3,3,1,1,2,2,1,1,4,2,2,,,2,2,0,2,2,,,,,,2,2,99,"0,604089081287384"
17103,2,1,6,6,5,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,2,4,4,5,2,4,4,4,4,3,2,2,3,3,3,3,2,1,1,2,1,2,3,,2,2,,2,,0,1,4,,,,,,2,1,4,"0,586503446102142"
17149,2,1,1,7,5,1,1,1,,1,,,1,,,3,2,3,10,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,,0,2,4,3,2,9,3,2,2,9,3,9,3,2,3,3,2,1,2,2,2,2,2,1,2,,,,,,0,1,4,,,,,,2,2,2,"0,154533430933952"
17394,1,1,18,5,4,1,1,1,,1,,,1,,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,3,3,4,4,5,4,3,3,3,2,2,3,3,2,1,1,1,2,1,2,4,2,2,2,,2,,0,1,4,,,,,,2,1,7,"0,838153779506683"
17397,2,1,7,6,5,1,1,1,,1,,,1,,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,2,1,1,2,99,2,2,2,2,2,2,2,2,2,2,2,,0,3,3,3,3,4,2,4,4,3,3,2,2,3,3,3,3,1,1,1,1,2,2,4,2,2,2,2,,,0,2,4,,,,,,2,2,7,"0,182475954294205"
17503,2,1,9,3,2,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,1,4,9,4,5,5,5,5,5,2,3,1,1,3,3,3,2,1,2,2,2,2,1,,2,,,,,0,1,4,,,,,,2,2,3,"1,34479165077209"
17613,1,1,14,4,3,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,9,2,2,0,1,2,,,,,,,,,,,,,,,,,,,,,2,4,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,,1,2,4,1,4,9,9,9,1,1,2,2,1,2,2,3,3,1,1,1,2,1,2,4,2,2,2,,2,,0,1,4,,,,,,2,98,6,"1,18394649028778"
17755,1,1,4,6,5,1,1,1,,1,,,1,,,4,2,3,10,4,1,,,,,,,,,,,,,,,,,,8,1,2,2,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,1,1,1,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,4,9,4,4,5,5,4,5,1,1,2,2,3,3,2,1,2,2,2,2,2,1,2,,,,,,0,1,4,,,,,,2,2,7,"0,338129073381424"
17784,1,1,1,5,4,1,1,1,,1,,,1,,,1,,1,11,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,1,4,4,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,9,1,4,3,2,3,2,1,2,2,2,2,1,1,2,1,2,2,,4,5,5,4,4,4,4,4,4,4,3,3,3,2,2,2,2,2,2,2,1,2,1,2,,,,1,,1,2,1,4,,,,,,2,2,2,"0,570762157440186"
17837,2,1,1,3,2,1,1,1,,1,,,1,,,5,2,3,10,4,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,4,4,4,4,4,4,1,2,1,3,3,3,3,2,2,1,2,2,2,1,,,2,,,,0,2,4,,,,,,2,2,7,"0,95632541179657"
17883,2,1,1,4,3,1,1,1,,1,,,1,,,1,,1,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,5,2,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,3,3,3,4,2,4,3,2,3,3,3,3,3,3,3,1,1,2,1,2,1,4,2,2,,2,,1,1,1,4,,,,,,2,2,1,"0,962674736976624"
17922,1,1,5,6,5,1,1,1,,1,,,1,,,1,,1,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,4,5,3,5,4,3,3,2,1,2,3,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,,,,,,2,2,5,"0,330206423997879"
18063,2,1,13,5,4,1,1,1,,1,,,1,,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,3,5,5,5,4,4,2,3,1,2,3,3,3,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,4,,,,,,2,2,99,"0,612895786762238"
18289,2,1,14,4,3,1,1,1,,1,,,1,,,3,3,4,10,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,4,4,5,1,3,3,4,2,2,2,3,3,3,3,2,1,1,1,1,2,4,,2,2,2,2,,0,1,4,,,,,,2,2,6,"0,795105874538422"
18471,2,1,14,6,5,1,1,1,,1,,,1,,,1,,1,11,1,1,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,4,5,5,5,5,5,5,3,3,3,2,3,3,2,1,2,1,2,2,2,2,2,,2,,,,0,1,4,,,,,,2,2,7,"0,282999515533447"
18577,1,1,9,6,5,1,1,1,,1,,,1,,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,3,2,2,2,2,2,2,1,2,2,2,2,2,,1,5,4,4,5,4,4,4,4,4,2,2,2,2,2,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,3,,,,,,2,1,2,"0,246554240584373"
18839,1,1,2,5,4,1,1,1,,1,,,1,,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,2,2,4,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,1,1,1,1,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,0,,,,,,,0,1,2,,,,,,2,2,5,"1,36610794067383"
18941,1,1,11,6,5,1,1,1,,1,,,1,,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,3,3,4,5,4,5,4,4,1,2,2,2,3,3,2,2,2,2,2,2,2,0,,,,,,,0,2,4,,,,,,2,1,3,"0,212179228663445"
19028,1,1,1,6,5,1,1,1,,1,,,1,,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,4,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,3,2,5,5,4,5,4,4,1,3,3,2,3,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,2,4,,,,,,2,1,5,"0,15487901866436"
19041,1,1,13,7,5,1,1,1,,1,,,1,,,1,,1,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,9,4,5,4,4,5,4,1,3,1,3,3,3,2,1,1,1,2,2,2,3,2,2,2,,,,0,1,4,,,,,,2,2,3,"0,247095569968224"
19125,2,1,13,6,5,1,1,1,,1,,,1,,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,5,5,5,5,5,5,2,2,3,2,3,3,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,2,,,,,,2,2,3,"0,968639552593231"
19164,1,1,3,5,4,2,9,3,1,2,,3,2,3,5,1,,1,11,1,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,3,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,2,,10,4,4,4,2,4,4,4,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,6,2,2,2,2,2,2,0,1,4,1,1,1,2,3,1,2,1,"1,12910342216492"
19169,2,1,14,6,5,1,1,1,,1,,,1,,,2,5,6,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,2,3,2,2,2,2,2,2,2,2,2,2,9,2,,0,5,5,5,3,4,3,5,3,2,3,3,2,2,3,3,2,1,1,1,9,1,2,4,2,2,2,,2,,0,1,3,,,,,,2,1,7,"0,304758161306381"
19485,2,1,1,5,4,1,1,1,,1,,,1,,,4,2,3,10,4,1,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,3,2,1,1,1,2,2,2,2,1,2,9,,4,4,3,3,4,5,4,4,4,4,2,2,3,2,3,3,3,1,1,1,1,1,2,5,2,2,2,2,2,,0,1,4,,,,,,2,2,99,"0,38330551981926"
19551,1,1,2,4,3,1,1,1,,1,,,1,,,3,2,3,10,3,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,1,1,0,3,3,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,,1,5,5,9,5,5,5,5,5,5,2,2,1,2,2,2,2,2,1,2,1,1,2,3,,1,,1,2,,2,1,3,,,,,,2,1,3,"0,425087511539459"
19674,2,1,17,6,5,1,1,1,,1,,,1,,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,4,5,4,5,4,4,3,2,2,2,3,3,2,9,1,1,1,1,9,4,,2,2,2,2,,0,1,2,,,,,,2,2,4,"1,47569823265076"
19922,2,1,3,7,5,1,1,1,,1,,,1,,,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,5,4,5,4,5,5,5,1,2,2,2,1,3,2,2,2,2,2,2,2,0,,,,,,,0,2,4,,,,,,2,2,6,"0,20799320936203"
20120,2,1,4,7,5,2,3,3,1,2,,3,2,3,5,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,9,5,5,5,4,4,3,2,3,1,2,1,3,2,2,2,2,2,2,2,0,,,,,,,0,2,3,1,1,1,2,3,2,2,99,"0,463888496160507"
20284,1,1,7,6,5,1,1,1,,1,,,1,,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,4,3,3,4,4,3,4,1,2,2,2,3,2,1,2,2,2,2,2,2,0,,,,,,,0,2,4,,,,,,2,2,2,"0,182475954294205"
20462,1,1,7,6,5,2,3,3,1,2,,3,2,3,5,1,,1,11,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,3,2,1,2,2,2,2,2,2,1,2,2,,2,3,4,3,3,3,4,1,4,4,2,1,2,3,3,3,3,1,2,1,2,1,2,3,2,,2,,2,,0,2,4,1,2,1,2,,2,2,3,"0,360258668661118"
20689,1,1,14,4,3,2,3,3,1,2,,3,2,3,5,1,,1,11,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,3,1,2,,,,,,,,,,,,,,,,,,,,,3,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,4,4,1,2,3,5,1,2,3,3,3,2,1,3,3,2,1,2,2,2,2,1,,2,,,,,0,1,4,1,2,1,2,,2,2,6,"0,680424511432648"
20696,2,1,13,3,2,1,3,2,,1,,,1,,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,9,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,9,2,4,4,2,3,3,2,2,1,2,2,2,2,2,2,2,2,,1,9,5,9,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,2,1,2,1,4,2,2,,2,,2,0,2,3,,,,,,1,2,4,"1,64671492576599"
20745,2,1,9,4,3,1,1,1,,1,,,1,,,4,3,4,10,4,1,,,,,,,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,2,1,1,1,1,1,2,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,,0,5,4,4,4,5,4,5,3,3,2,2,2,2,3,3,2,1,1,2,2,1,2,3,2,2,,,2,,0,2,4,,,,,,2,2,99,"0,378979653120041"
20970,2,1,14,6,5,1,1,1,,1,,,1,,,1,,1,11,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,4,4,9,4,5,5,5,4,5,1,2,1,2,2,3,1,1,1,1,9,1,1,5,2,2,2,,2,2,0,2,4,,,,,,2,2,3,"0,190478146076202"
21308,2,1,9,6,5,1,1,1,,1,,,1,,,2,1,2,11,4,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,2,1,2,2,2,2,2,2,9,2,2,2,2,9,2,,0,3,5,5,3,4,3,5,4,3,3,2,1,3,3,3,3,1,1,2,1,2,2,3,2,2,,2,,,0,1,4,,,,,,2,2,99,"0,228951424360275"
21394,2,1,18,6,5,1,1,1,,1,,,1,,,2,1,2,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,,0,4,9,9,1,3,1,2,1,1,3,3,3,3,3,3,2,2,2,2,2,2,2,0,,,,,,,0,2,3,,,,,,2,2,99,"0,244923785328865"
21513,2,1,3,6,5,1,1,1,,1,,,1,,,1,,1,11,2,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,4,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,0,5,5,9,4,4,5,5,5,5,2,2,1,2,2,3,2,1,1,1,2,1,2,4,2,2,2,,2,,0,2,4,,,,,,2,2,5,"0,20799320936203"
21619,1,1,6,7,5,2,1,3,1,2,,3,2,3,5,2,1,2,11,3,1,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,99,1,3,5,3,4,5,5,5,4,5,2,1,2,2,3,9,1,1,1,9,9,9,9,2,2,2,,,,,0,1,3,1,2,1,2,,2,2,3,"0,261035740375519"
21877,2,1,1,6,5,1,1,1,,1,,,1,,,4,2,3,10,4,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,0,3,4,9,5,5,5,5,5,5,2,2,2,2,3,3,2,1,1,1,2,1,2,4,1,2,2,,2,,1,1,4,,,,,,2,2,7,"0,154533430933952"
21898,2,1,13,6,5,1,1,1,,1,,,1,,,4,2,3,10,3,1,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,3,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,,1,5,5,5,4,4,5,4,4,5,1,2,2,1,2,2,1,2,1,1,2,2,2,2,,1,2,,,,1,2,3,,,,,,2,2,3,"0,120278142392635"
