No_UADM,Description,Type,Service_arrondissement 
560605000000,"DÉVELOPPEMENT SOCIAL, PROJETS MAJEURS ET ÉVÉNEMENTS PUBLICS",DIV,Arrondissement
560700000000,DIRECTION DU DÉVELOPPEMENT DU TERRITOIRE,DIR,Arrondissement
560702000000,"DIVISION URBANISME,PERMIS ET INSPECTION",DIV,Arrondissement
560702020000,SECTION INSPECTION,SEC,Arrondissement
560703000000,DIVISION DES ÉTUDES TECHNIQUES,DIV,Arrondissement
560704000000,DIVISION MOBILITÉ ET DÉPLACEMENTS,DIV,Arrondissement
570000000000,ROSEMONT - LA PETITE-PATRIE,ARR,Arrondissement
570000000001,SURPLUS,INS,Arrondissement
570100000000,BUREAU DU DIRECTEUR D ARRONDISSEMENT,DIR,Arrondissement
570102000000,DIVISION DES COMMUNICATIONS,DIV,Arrondissement
570200000000,"DIR. DES REL. CITOYENS, SERV. ADMINISTRATIFS ET DU GREFFE",DIR,Arrondissement
570200020000,SOUTIEN ADMINISTRATIF,SEC,Arrondissement
570202000000,DIVISION DES RESSOURCES HUMAINES,DIV,Arrondissement
570203000000,DIVISION DES RESSOURCES FINANCIERES ET MATERIELLES,DIV,Arrondissement
570203020000,SECTION SOUTIEN ADMINISTRATIF,SEC,Arrondissement
570204000000,DIVISION DES RELATIONS AVEC LES CITOYENS,DIV,Arrondissement
570205000000,BUREAU DES ÉLUS,DIV,Arrondissement
570206000000,DIVISION DU GREFFE,DIV,Arrondissement
570500000000,DIRECTION DES TRAVAUX PUBLICS,DIR,Arrondissement
570502000000,DIVISION DE LA VOIRIE,DIV,Arrondissement
570502010000,GESTION - VOIRIE,SEC,Arrondissement
570503000000,DIVISION DES PARCS ET DES INSTALLATIONS,DIV,Arrondissement
570600000000,DIRECTION CULTURE/ SPORTS/ LOISIRS ET DÉVELOPPEMENT SOCIAL,DIR,Arrondissement
570602000000,"DIV. CULTURE, DES BIBLIOTHÈQUES ET DU DÉVELOPPEMENT SOCIAL",DIV,Arrondissement
570603000000,DIVISION DE LA GESTION DES INSTALLATIONS,DIV,Arrondissement
570604000000,"DIVISION DES SPORTS, DES LOISIRS ET DU DÉVELOPPEMENT DURABLE",DIV,Arrondissement
570604010000,DÉVELOPPEMENT SOC. ET EXPERTISES,SEC,Arrondissement
570700000000,DIRECTION DU DÉV. DU TERRITOIRE ET DES ÉTUDES TECHNIQUES,DIR,Arrondissement
570702000000,"DIVISION DE L URBANISME, DES PERMIS ET DE L INSPECTION",DIV,Arrondissement
570703000000,DIVISION DES ÉTUDES TECHNIQUES,DIV,Arrondissement
570800000000,"DIR DE L ENTRETIEN,SIGNALISATION ÉCRITE ET MARQUAGE CHAUSSÉE",DIR,Arrondissement
570802000000,DIVISION DU MARQUAGE ET DE LA SIGNALISATION,DIV,Arrondissement
570802020000,SECTION MARQUAGE SUR LA CHAUSSÉE,SEC,Arrondissement
570802030000,SECTION SIGNALISATION,SEC,Arrondissement
570802040000,"SEC ENTRETIEN ÉCLAIRAGE,FEUX DE CIRCULATION.SIGNALISATION",SEC,Arrondissement
570804000000,DIVISION PLANIFICATION ET SOUTIEN AUX OPÉRATIONS,DIV,Arrondissement
570804020000,SECTION SOUTIEN AUX OPÉRATIONS,SEC,Arrondissement
580000000000,VILLERAY - ST-MICHEL - PARC-EXTENSION,ARR,Arrondissement
580001000000,DIV.RELATIONS AVEC LES CITOYENS ET COMMUNICATIONS,DIV,Arrondissement
580001010000,SECTION DU SERVICE À LA CLIENTÈLE,SEC,Arrondissement
580200000000,DIRECTION DES SERVICES ADMINISTRATIFS ET DU GREFFE,DIR,Arrondissement
580202000000,DIVISION DES RESSOURCES HUMAINES,DIV,Arrondissement
580203000000,DIVISION DES RESSOURCES FINANCIERES ET MATERIELLES,DIV,Arrondissement
580204000000,DIVISION DU GREFFE,DIV,Arrondissement
580300000000,SOUTIEN AUX ÉLUS,SEC,Arrondissement
580500000000,DIRECTION DES TRAVAUX PUBLICS,DIR,Arrondissement
580502000000,DIVISION INGÉNIERIE ET DÉVELOPPEMENT DU DOMAINE PUBLIC,DIV,Arrondissement
580504000000,DIVISION - VOIRIE ET ENVIRONNEMENT,DIV,Arrondissement
580504010000,SECTION TRAVAUX ET DÉNEIGEMENT (ENVIRONNEMENT),SEC,Arrondissement
580504020000,SECTION - ENTRETIEN DES INFRASTRUCTURES ROUTIÈRE,SEC,Arrondissement
580505000000,DIVISION - PARCS ET ESPACES VERTS,DIV,Arrondissement
580600000000,"DIRECTION DE LA CULTURE, SPORTS, LOISIRS, ET DÉV. SOCIAL",DIR,Arrondissement
580602000000,"DIV - CULTURE, BIBLIOTHEQUES ET EVE. PUBLICS",DIV,Arrondissement
580602010000,SECTION - BIBLIOTHÈQUE SAINT-MICHEL,SEC,Arrondissement
580602020000,SECTION - BIBLIOTHÈQUE LE PRÉVOST,SEC,Arrondissement
580602030000,SECTION - BIBLIOTHÈQUE PARC-EXTENSION,SEC,Arrondissement
580603000000,"DIVISION - SPORTS, LOISIRS ET AMÉNAGEMENT DES PARCS",DIV,Arrondissement
580603020000,SECTION - SPORTS ET LOISIRS,SEC,Arrondissement
580604000000,DIVISION - DÉVELOPPEMENT SOCIAL ET DE L EXPERTISE,DIV,Arrondissement
580700000000,DIRECTION - AMÉNAGEMENT ET DÉVELOPPEMENT DU TERRITOIRE,DIR,Arrondissement
580702000000,DIVISION DE L URBANISME ET DES SERVICES AUX ENTREPRISES,DIV,Arrondissement
580703000000,DIVISION DES PERMIS ET DE L INSPECTION,DIV,Arrondissement
580704000000,DIVISION - MOBILITE ETUDES TECHNIQUES,DIV,Arrondissement
590000000000,COTE-DES-NEIGES - NOTRE-DAME-DE-GRÂCE,ARR,Arrondissement
590000000002,SOUTIEN AUX ELUS LOCAUX,BUR,Arrondissement
590003000000,DIVISION DES COMMUNICATIONS,DIV,Arrondissement
590003010000,SECTION SERVICE À LA CLIENTÈLE,SEC,Arrondissement
590200000000,DIRECTION DES SERVICES ADMINISTRATIFS ET DU GREFFE,DIR,Arrondissement
590202000000,DIVISION DES RESSOURCES HUMAINES,DIV,Arrondissement
590203000000,DIVISION DES RESSOURCES FINANCIERES ET MATERIELLES,DIV,Arrondissement
590203020000,SECTION SOUTIEN GÉNÉRAL - TRAVAUX PUBLICS,SEC,Arrondissement
590204000000,DIVISION DU GREFFE,DIV,Arrondissement
590205000000,GESTION IMMOBILIÈRE,DIV,Arrondissement
590500000000,DIRECTION DES TRAVAUX PUBLICS,DIR,Arrondissement
590502000000,VOIRIE - PROPRETÉ ET DÉNEIGEMENT,DIV,Arrondissement
590502020000,SECTION TRAVAUX ET DÉNEIGEMENT,SEC,Arrondissement
590502030000,SECTION RÉPARTITION ET COUR DE VOIRIE,SEC,Arrondissement
590503000000,DIVISION DES ÉTUDES TECHNIQUES,DIV,Arrondissement
590503020000,SECTION MOBILITÉ,SEC,Arrondissement
590504000000,DIVISION DE LA VOIRIE ET DES PARCS - INFRASTRUCTURE AQUEDUC,DIV,Arrondissement
590505000000,DIVISION DE LA VOIRIE ET DES PARCS - PARCS,DIV,Arrondissement
590506000000,PARCS ET VERDISSEMENT,DIV,Arrondissement
590506020000,"SECTION PARCS, HORTIC. ET ARBORIC.",SEC,Arrondissement
590506030000,CDN - ESPACES VERT,SEC,Arrondissement
590600000000,"DIR. CULTURE, SPORTS, LOISIRS ET DÉVELOPPEMENT SOCIAL",DIR,Arrondissement
590602000000,DIVISION BIBLIOTHÈQUES,DIV,Arrondissement
590602020000,SECTION BIBLIOTHÈQUES,SEC,Arrondissement
590602030000,SECTION BIBLIOTHÈQUE BIC,SEC,Arrondissement
590602040000,SECTION BIBLIOTHÈQUE BENNY,SEC,Arrondissement
590603000000,"DIVISION CULTURE, SPORTS ET LOISIRS",DIV,Arrondissement
590603020000,SECTION - INSTALLATIONS,SEC,Arrondissement
590603030000,SECTION - PROGRAMMATION SPORTS ET LOISIRS,SEC,Arrondissement
590603050000,SECTION ARÉNAS ENTRETIEN-RÉPAR.,SEC,Arrondissement
590604000000,DIVISION DU DÉVELOPPEMENT SOCIAL ET VITALITÉ COMMUNAUTAIRE,DIV,Arrondissement
590700000000,DIRECTION DE L AMÉNAGEMENT URBAIN ET DE LA MOBILITÉ,DIR,Arrondissement
590702000000,DIVISION DES PERMIS ET DES INSPECTIONS,DIV,Arrondissement
590702010000,SECTION BÂTIMENT,SEC,Arrondissement
590703000000,URBANISME,DIV,Arrondissement
590704000000,DIVISION DES ÉTUDES TECHNIQUES ET DE LA MOBILITÉ,DIV,Arrondissement
590704020000,SECTION OPTIMISATION DE LA MOBILITÉ,SEC,Arrondissement
600000000000,DEPENSES COMMUNES,INS,Service
600400000000,BUREAU DES RÉGIMES DE RETRAITE,DIR,Service
600402000000,DIV. DE LA COMPT. ET DU CONTRÔLE DES CAISSES DE RETRAITE,DIV,Service
600407000000,DIVISION ACTUARIAT COMMISSIONS ET SOUTIEN-CONSEIL,DIV,Service
600408000000,DIV. GESTION DE PRESTATIONS 1,DIV,Service
600409000000,DIV. GESTION DE PRESTATIONS 2,DIV,Service
600410000000,"DIV.GESTION DE L INFORMATION,RENTIERS ET AUTRES DISPOSITIONS",DIV,Service
600800000000,AUTRES DEPENSES COMMUNES,INS,Service
600862000000,PRÊT D EMPLOYÉS AVEC REMBOURSEMENT - PROXIMITÉ,DIV,Service
600882000000,PRÊT AVEC REMBOURSEMENT - AGGLOMÉRATION,DIV,Service
600901000000,LIBERES SYNDICAUX,INS,Service
600908000000,ANCIENS DISPONIBLES,SEC,Service
601700000000,MESS,DIR,Service
601701000000,MESS - RESEAU EMPL. QC,DIV,Service
601702000000,MESS - BUR. REVISION,DIV,Service
601703000000,MESS - CENTR. RECOUVR.,DIV,Service
601705000000,MESS-INVALIDITÉ,SEC,Service
750000000000,OUTREMONT,ARR,Arrondissement
750000000002,OUT - ÉVÉNEMENTS,INS,Arrondissement
750200000000,"DAA GESTION DU TERRITOIRE, DU PATRIMOINE ET DES SERV ADM.",DIR,Arrondissement
750201000000,DIVISION DES RESSOURCES HUMAINES,DIV,Arrondissement
750202000000,DIV.URB.PERM.INSP.,DIV,Arrondissement
750203000000,DIVISION SOUTIEN ADMINISTRATIF,DIV,Arrondissement
750203020000,SECTION FINANCES,SEC,Arrondissement
750204000000,DIVISION DE LA SÉCURITÉ PUBLIQUE,DIV,Arrondissement
750300000000,DAA QUALITÉ DE VIE,DIR,Arrondissement
750302000000,"DIVISION DES SPORTS, DES LOISIRS ET DES PARCS",DIV,Arrondissement
750303000000,DIVISION DE LA CULTURE ET DE LA BIBLIOTHÈQUE,DIV,Arrondissement
750304000000,DIVISION DE LA VOIRIE,DIV,Arrondissement
750400000000,BUREAU DE PROJETS ET DÉVELOPPEMENT DURABLE,DIR,Arrondissement
750500000000,DIRECTION DES TRAVAUX PUBLICS,DIR,Arrondissement
750500010000,ATELIERS MECANIQUES,SEC,Arrondissement
750500020000,"BATIMENTS, ECLAIRAGE ET SIGNALISATION",SEC,Arrondissement
750501010000,VOIRIE,SEC,Arrondissement
750501020000,PARCS ET HORTICULTURE,SEC,Arrondissement
750501030000,SECTION ATELIER MÉCANIQUE,SEC,Arrondissement
750501040000,"SECTION BÂTIMENTS, ÉCLAIRAGE, SIGNALISATION",SEC,Arrondissement
750600000000,"DIRECTION DE LA CULTURE, DES LOISIRS ET DU DÉV.SOCIAL",DIR,Arrondissement
750601000000,DIVISION SPORTS ET LOISIRS,DIV,Arrondissement
750602000000,"DIVISION DE LA CULTURE,DE LA BIBLIOTHEQUE ET DU DEV.SOCIAL",DIV,Arrondissement
750602010000,SECTION BIBLIOTHEQUE,SEC,Arrondissement
750700000000,CABINET DU MAIRE,DIR,Arrondissement
750701000000,DIVISION DES PERMIS ET INSPECTIONS,DIV,Arrondissement
750702000000,SERVICE AUX CITOYENS,INS,Arrondissement
760000000000,L ÎLE BIZARD - STE-GENEVIÈVE,ARR,Arrondissement
760000010000,BUREAU DES PROJETS,SEC,Arrondissement
760001000000,AMÉNAGEMENT URBAIN ET SERVICES AUX ENTREPRISES,DIV,Arrondissement
760001020000,SÉCURITÉ PUBLIQUE,SEC,Arrondissement
760002000000,RESSOURCES FINANCIERES ET MATERIELLES,DIR,Arrondissement
760003000000,SECRETARIAT D ARRONDISSEMENT,DIR,Arrondissement
760200000000,DIRECTION L ÎLE BIZARD / STE-GENEVIÈVE,DIR,Arrondissement
760202000000,RESSOURCES FINANCIÈRES ET MATÉRIELLES,DIV,Arrondissement
760300000000,RESSOURCES HUMAINES,DIR,Arrondissement
760302000000,RESSOURCES FINANCIERES ET MATERIELLES,DIV,Arrondissement
760303000000,SECRETARIAT D ARRONDISSEMENT,DIV,Arrondissement
760500000000,TRAVAUX PUBLICS,DIR,Arrondissement
760500040000,SECTION DES PROJETS,SEC,Arrondissement
760502000000,GESTION-TRAVAUX PUBLICS,DIV,Arrondissement
760502020000,TRAVAUX PUBLICS-ACTIVITÉS OPÉRATIONNELLES,SEC,Arrondissement
760502030000,TRAVAUX PUBLICS,SEC,Arrondissement
760503000000,DIVISION AMENAGEMENT URBAIN ET SECURITE PUBLIQUE,DIV,Arrondissement
760600000000,"CULTURE,SPORTS,LOISIRS ET RELATIONS AVEC LES CITOYENS",DIR,Arrondissement
760602000000,CULTURE ET BILBLIOTHÉQUES,DIV,Arrondissement
760603000000,"SPORTS, LOISIRS ET RÉLATIONS AVEC LES CITOYENS",DIV,Arrondissement
760603010000,SECTION SPORTS ET LOISIRS,SEC,Arrondissement
760604000000,"GESTION CULTURE,SPORTS,LOISIRS ET RÉLATIONS AVEC LES CITOYEN",DIV,Arrondissement
760800000000,AMÉNAG. URBAIN ET SÉCURITÉ PUBLIQUE,DIR,Arrondissement
760802000000,AMÉNAGEMENT URBAIN ET SERVICES AUX ENTREPRISES,DIV,Arrondissement
760803000000,SÉCURITÉ PUBLIQUE,DIV,Arrondissement
790000000000,ANJOU,ARR,Arrondissement
790000000001,ANJ - SOUTIEN AUX ÉLUS,INS,Arrondissement
790002000000,DIVISION DES ÉTUDES TECHNIQUES,DIV,Arrondissement
790100000000,"DIR. DES SERV. ADMIN., DES RELATIONS AVEC CITOYENS ET GREFFE",DIR,Arrondissement
790103000000,"DIV RESSOURCES FINANCIÈRES, MATÉRIELLES ET INFORMATIONNELLES",DIV,Arrondissement
790104000000,DIVISION DU GREFFE,DIV,Arrondissement
790105000000,DIVSION RESSOURCES HUMAINES ET BAM,DIV,Arrondissement
790200000000,DIRECTION DES SERVICES ADMINISTRATIFS,DIR,Arrondissement
790201000000,DIVISION DE L INFORMATIQUE,DIV,Arrondissement
790202000000,GESTION DES RESSOURCES HUMAINES ET PAIE,DIV,Arrondissement
790203000000,DIV. DES RESSOURCES FINANCIERES ET MATERIELLES,DIV,Arrondissement
790400000000,AFFAIRES PUBLIQUES ET DU GREFFE,DIR,Arrondissement
790500000000,DIRECTION DES TRAVAUX PUBLICS,DIR,Arrondissement
790500030000,"BÂTIMENTS, ÉQUIPEMENTS ET INSTALLATIONS",SEC,Arrondissement
790500040000,AQUEDUC-EGOUTS-TRAVAUX ET DÉNEIGEMENT,SEC,Arrondissement
790501000000,DIVISION VOIRIE ET PARCS,DIV,Arrondissement
790501040000,AQUEDUC-EGOUTS-TRAVAUX ET DÉNEIGEMENT,SEC,Arrondissement
790502000001,ANJ - DIVISION DES ÉTUDES TECHNIQUES,DIV,Arrondissement
790600000000,"CULTURE, DES SPORTS, DES LOISIRS ET DU DÉVELOPPEMENT SOCIAL",DIR,Arrondissement
790600000001,"PARCS, IMMEUBLES ET EQUIPEMENT",INS,Arrondissement
790600020000,SOUTIEN À LA PROGRAMMATION ET INSTALLATIONS,SEC,Arrondissement
790602000000,DIVISION CULTURE ET BIBLIOTHÈQUE,DIV,Arrondissement
790602010000,SECTION BIBLIOTHÈQUES,SEC,Arrondissement
790605000000,DIVISION DU PROGRAMME ET DU SOUTIEN AUX ORGANISMES,DIV,Arrondissement
790700000000,DIRECTION DE L AMÉNAGEMENT URBAIN ET DES SERV. ENTREPRISES,DIR,Arrondissement
790700020000,PERMIS ET INSPECTIONS,SEC,Arrondissement
790702000000,DIVISION DE L URBANISME,DIV,Arrondissement
800000000000,SOCIÉTÉS ET ORGANISMES PARAMUNICIPAL,INS,Service
800507000000,CONSEIL DU PATRIMOINE,DIR,Service
800515000000,PRETS D EMPLOYES,SEC,Service
801300000000,CONSEIL DES ARTS,DIR,Service
820000000000,PIERREFONDS - ROXBORO,ARR,Arrondissement
820002000000,DIVISION BUREAU D ARRONDISSEMENT,DIV,Arrondissement
820003000000,DIVISION DE L INFORMATIQUE,DIV,Arrondissement
820004000000,SECTION RESSOURCES MATÉRIELLES,SEC,Arrondissement
820005000000,DIVISION DES RESSOURCES HUMAINES,DIV,Arrondissement
820100000000,CONSEIL D ARRONDISSEMENT,BUR,Arrondissement
820200000000,"DIR REL.CITOYENS,SERV.ADM ET GREFFES",DIR,Arrondissement
820202000000,DIVISION DES RESSOURCES HUMAINES,DIV,Arrondissement
820203000000,DIVISION DES RELATIONS AVEC LE CITOYEN ET COMMUNICATIONS,DIV,Arrondissement
820204000000,"DIV. DES RESS. FINANCIÈRES, MATÉRIELLES ET INFORMATIONNELLES",DIV,Arrondissement
820204020000,SECTION RESSOURCES MATÉRIELLES,SEC,Arrondissement
820204030000,SECTION INFORMATIQUE,SEC,Arrondissement
820205000000,DIVISION DU BUREAU D ARRONDISSEMENT ET DU GREFFE,DIV,Arrondissement
820400000000,DIRECTION DU BUREAU D ARRONDISSEMENT,DIR,Arrondissement
820401000000,DIVISION DES RELATIONS AVEC LE CITOYEN ET COMMUNICATIONS,DIV,Arrondissement
820500000000,DIRECTION DES TRAVAUX PUBLICS,DIR,Arrondissement
820500020000,"SECTION OPÉRATIONS TRAVAUX PUBLICS,VOIRIE ET AQUEDUC",SEC,Arrondissement
820503000000,ENVIRONNEMENT ET PARCS,DIV,Arrondissement
820503010000,SECTION OPERATIONS TRAVAUX PUBLICS,SEC,Arrondissement
820600000000,"DIR. DE LA CULTURE, DES SPORTS, DES LOISIRS ET DU DÉV.SOC.",DIR,Arrondissement
820602000000,DIVISION DE LA BIBLIOTHEQUE,DIV,Arrondissement
820602010000,SECTION ROXBORO,SEC,Arrondissement
820603000000,DIVISION DES SPORTS ET DU PLEIN AIR,DIV,Arrondissement
820700000000,DIRECTION DÉVELOPPEMENT DU TERRITOIRE ET ÉTUDES TECHNIQUES,DIR,Arrondissement
820701000000,"DIVISION URBANISME,PERMIS ET INSPECTION",DIV,Arrondissement
820702000000,DIVISION URBANISME ET ENVIRONNEMENT,DIV,Arrondissement
820704000000,DIVISION INGÉNIERIE ET INFRASTRUCTURE,DIV,Arrondissement
820704010000,SECTION INGÉNIERIE,SEC,Arrondissement
830000000000,ARRONDISSEMENT DE VERDUN,ARR,Arrondissement
830002000000,DIVISION DES RESSOURCES FINANCIÈRES,DIV,Arrondissement
830002020000,SECTION INFORMATIQUE,SEC,Arrondissement
830003000000,DIVISION DES RESSOURCES HUMAINES,DIV,Arrondissement
830005000000,DIVISION DES RELATIONS AVEC LES CITOYENS ET COMMUNICATIONS,DIV,Arrondissement
830005000200,COMMUNICATIONS,BUR,Arrondissement
830005000300,MAIRIE - CONCIERGERIE,BUR,Arrondissement
830400000000,DIRECTION DES SERVICES ADMINISTRATIFS,DIR,Arrondissement
830400000300,COMMUNICATIONS - BUREAU D ARRONDISSEMENT,BUR,Arrondissement
830400000500,RESSOURCES FINANCIÈRES,BUR,Arrondissement
830403000000,RESSOURCES HUMAINES,DIV,Arrondissement
830404000000,DIVISION DU GREFFE ET DES AFFAIRES PUBLIQUES,DIV,Arrondissement
830500000000,DIRECTION DES TRAVAUX PUBLICS,DIR,Arrondissement
830502000000,"DIVISION DE L ENTRETIEN DE LA VOIRIE, DES PARCS ET DES ESPAC",DIV,Arrondissement
830502000300,HORTICULTURE ET FORÊT URBAINE,INS,Arrondissement
830502000400,PARCS ET PLATEAUX RÉCRÉATIFS,INS,Arrondissement
830502020000,SECTION VOIRIE,SEC,Arrondissement
830502020200,ENTRETIEN DU TERRITOIRE,INS,Arrondissement
830502020300,AQUEDUC ET ÉGOUT,INS,Arrondissement
830502020400,VOIRIE,INS,Arrondissement
830503000000,DIVISION - IMMEUBLES ET MATÉRIEL ROULANT,DIV,Arrondissement
830503000200,"PLOMBERIE, CHAUFFAGE ET CLIMATISATION",INS,Arrondissement
830503000300,"MENUISERIE, PEINTURE ET MAÇONNERIE",INS,Arrondissement
830503000400,ÉLECTRICITÉ - ÉLECTRONIQUE,INS,Arrondissement
830503000500,MÉCANIQUE,INS,Arrondissement
830503000600,IMMEUBLES - ENTRETIEN ET RÉPARATION,INS,Arrondissement
830504000200,INGÉNIERIE,INS,Arrondissement
830504020000,DIVISION - INGÉNIERIE,SEC,Arrondissement
830504030000,SECTION SOUTIEN OPÉRATIONNEL,SEC,Arrondissement
830600000000,"DIRECTION - CULTURE, SPORT, LOISIRS ET DÉVELOPPEMENT SOCIAL",DIR,Arrondissement
830600000200,LOISIR ET ÉVÉNEMENTS - GESTION,INS,Arrondissement
830602000000,"DIV.CULTURE, BIBLIOTHÈQUE ET DÉV. SOCIAL",DIV,Arrondissement
830602000200,BIBLIOTHÈQUE ILE-DES-SOEURS,INS,Arrondissement
830602000300,BIBLIOTHÈQUE JACQUELINE-DE-REPENTIGNY,INS,Arrondissement
830602000500,ARTS. CULTURE ET GESTION,INS,Arrondissement
830602010000,SECTION BIBLIOTHEQUE ILE-DES-SOEURS,SEC,Arrondissement
830602020000,SECTION CULTURE,SEC,Arrondissement
830602020200,ÉVÉNEMENTS CULTURELS,INS,Arrondissement
830602020400,MUSÉOLOGIE ET DIVERSITÉ ETHNOCULTUREL,BUR,Arrondissement
830603000000,DIVISION SP. LOISIRS ET DÉV. SOCIAL,DIV,Arrondissement
830603000200,LOISIR ÉVÉNEMENT GESTION,INS,Arrondissement
830603000300,ARTS ET CULTURE - GESTION,INS,Arrondissement
830603020000,SECTION CENTRES SPORTIFS ET INSTALLATIONS,SEC,Arrondissement
830603020200,PARCS ET ESPACES VERTS,INS,Arrondissement
830603020300,SPORTS ET PLEIN AIR,INS,Arrondissement
830603020400,VER- LOISIRS ET ÉVÉNEMENTS,BUR,Arrondissement
830603020500,AUDITORIUM,BUR,Arrondissement
830603020700,PISCINES,INS,Arrondissement
830603030000,"SECTION SPORTS, LOISIRS ET DÉVELOPPEMENT SOCIAL",SEC,Arrondissement
830603030200,CONCIERGERIE CLSDS,INS,Arrondissement
830603030300,LOISRS ET ÉVÉNEMENTS,BUR,Arrondissement
830603030400,VER- SPORTS ET PLEIN AIR,BUR,Arrondissement
830603030500,VER- MARIE - CONCIERGERIE,BUR,Arrondissement
830700000000,VER - DÉVELOPPEMENT DU TERRITOIRE ET DES ÉTUDES TECHNIQUES,DIR,Arrondissement
830702000000,DIVISION PERMIS ET INSPECTION,DIV,Arrondissement
830703000000,DIVISION DE L URBANISME,DIV,Arrondissement
830704000000,DIVISION - ÉTUDES TECHNIQUES,DIV,Arrondissement
830704000200,SECTION INGÉNIERIE ET MOBILITÉ,BUR,Arrondissement
830704000300,SECTION DU SOUTIEN OPÉRATIONNEL,BUR,Arrondissement
830800000000,SOUTIEN AUX ÉLUS,DIR,Arrondissement
850000000000,SAINT-LÉONARD,ARR,Arrondissement
850001000000,DIVISION DU GREFFE,DIV,Arrondissement
850002000000,DIV DES RELATIONS AVEC LES CITOYENS ET DES COMMUNICATIONS,DIV,Arrondissement
850200000000,"DIRECTION DE LA CULTURE,DES LOISIRS ET DES BÂTIMENTS",DIR,Arrondissement
850200020000,SECTION DÉVELOPPEMENT COMMUNAUTAIRE ET SOCIAL,SEC,Arrondissement
850201000000,DIVISION RELATIONS AVEC LES CITOYENS ET DES COMMUNICATIONS,DIV,Arrondissement
850202000000,DIVISION DE LA CULTURE ET DE LA BIBLIOTHÈQUE,DIV,Arrondissement
850202010000,SECTION BIBLIOTHÈQUE,SEC,Arrondissement
850203000000,"DIVISION DES SPORTS, DES LOISIRS ET DU DÉVELOPPEMENT SOCIAL",DIV,Arrondissement
850204000000,"BÂTIMENTS, ÉQUIPEMENTS ET DES INSTALLATIONS",DIV,Arrondissement
850204020000,SECTION BATIMENTS ET EQUIPEMENTS,SEC,Arrondissement
850300000000,DIRECTION DES SERVICES ADMINISTRATIFS,DIR,Arrondissement
850301000000,DIVISION DES RESSOURCES HUMAINES,DIV,Arrondissement
850303000000,"DIVISION DES RESS. FIN., MATÉRIELLES INFORMATIONNELLES",DIV,Arrondissement
850303010000,SECTION DES RESSOURCES MATÉRIELLES,SEC,Arrondissement
850400000000,DIRECTION DE L AMÉNAGEMENT URB. ET DES SERV. AUX ENTREPRISES,DIR,Arrondissement
850400020000,SECTION QUALITÉ DU MILIEU,SEC,Arrondissement
850401000000,DIVISION DE L URBANISME ET DE LA TRANSITION ÉCOLOGIQUE,DIV,Arrondissement
850402000000,DIVISION DES PERMIS ET DES INSPECTIONS,DIV,Arrondissement
850403000000,URBANISME ET TRANSITION ÉCOLOGIQUE,DIV,Arrondissement
850500000000,DIRECTION DES TRAVAUX PUBLICS,DIR,Arrondissement
850501000000,DIVISION DE LA VOIRIE,DIV,Arrondissement
850501010000,SECTION GESTION DE L EAU,SEC,Arrondissement
850502000000,DIVISION DES ÉTUDES TECHNIQUES,DIV,Arrondissement
850503000000,"DIVISION DES PARCS, DE L HORTICULTURE ET DE LA FORÊT URBAINE",DIV,Arrondissement
860000000000,ST-LAURENT,ARR,Arrondissement
860000000001,CONSEIL ARRONDISSEMENT,INS,Arrondissement
860000000002,HORS STRUCTURE,INS,Arrondissement
860003000000,DIV. DES COMMUNICATIONS ET DES RELATIONS AVEC LES CITOYENS,DIV,Arrondissement
860003010000,SECTION SERVICE À LA CLIENTÈLE,SEC,Arrondissement
860003020000,SECTION SÉCURITÉ URBAINE,SEC,Arrondissement
860200000000,DIRECTION DES SERVICES ADMINISTRATIFSET DU GREFFE,DIR,Arrondissement
860202000000,DIVISION DES RESSOURCES HUMAINES,DIV,Arrondissement
860203000000,DIVISION DES RESSOURCES FINANCIERES ET MATÉRIELLES,DIV,Arrondissement
860204000000,DIVISION DES RESS.INFORMATIONNELLES,DIV,Arrondissement
860204020000,SECTION DES INFRASTRUCTURES ET DES OPÉRATIONS INFORMATIQUES,SEC,Arrondissement
860206000000,SLT - SECRÉTARIAT D ARRONDISSEMENT,DIV,Arrondissement
860500000000,DIRECTION DES TRAVAUX PUBLICS,DIR,Arrondissement
860500020000,SECTION SOUTIEN GÉNÉRAL,SEC,Arrondissement
860501000000,DIVISION DE L ENVIRONNEMENT DE LA PROTECTION DU TERRITOIRE,DIV,Arrondissement
860502000000,DIVISION DE LA VOIRIE,DIV,Arrondissement
860502020000,SECTION VOIRIE - OPÉRATIONS ET SIGNALISATION,SEC,Arrondissement
860502030000,SECTION EXPLOITATION AQUEDUCS ET ÉGOUTS,SEC,Arrondissement
860503000000,DIVISION DES PARCS ET DES ESPACES VERTS,DIV,Arrondissement
860503020000,SECTION HORTICULTURE ET PARCS,SEC,Arrondissement
860504000000,DIVISION DES ETUDES TECHNIQUES ET DE L INGÉNIERIE,DIV,Arrondissement
860504010000,SECTION CIRCULATION ET TRANSPORT,SEC,Arrondissement
860505000000,DIV DES ACTIFS IMMOBILIERS ET ÉCLAIRAGE DES RUES,DIV,Arrondissement
860505030000,SECTION ECLAIRAGE ET ELECTRICITE,SEC,Arrondissement
860505040000,SECTION ENTRETIEN DES BATIMENTS ET CONCIERGERIE,SEC,Arrondissement
860600000000,"DIR. DE LA CULT.,DES SPORTS, DES LOISIRS ET DU DÉV.SOC.",DIR,Arrondissement
