quest,ville,codep,rta,arron,debut,mess1,q1,q2_m1,q2_m2,q2_m3,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14_m1,q14_m2,q14_m3,q15,q16,q17,q18,q19,q20,q20a,q21,q22,q23,q24,q25,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,pond
03100,MONTREAL,H3N2J4,H3N,6,1,1,1,2, , ,2,1,2,2,2,2,1,2,2,2,2, , , ,1,6,3,4,2,2,2,2,1,2,2,2,2,1,4,2,3,1,2,2,2,1,1,2.16279574167529
03106,MONTREAL,H1W1B7,H1W,13,1,1,2, , , , , , , , , , , , , , ,1, , ,1,3,4,2,2,2,0,2,2,1,1,1,1,1,2,3,2,1,2,1,1,2, ,2.30148156975812
03112,MONTREAL,H2E2H8,H2E,6,1,1,2, , , , , , , , , , , , , , ,3, , ,3,5,4,4,4,1, ,2,1,1,1,2,2,3,4,3,3,2,2,1,1,2, ,.81856585972332
03113,MONTREAL,H2P2J1,H2P,6,1,1,2, , , , , , , , , , , , , , ,2, , ,4,4,1,1,4,1, ,1,1,1,1,2,2,4,3,1,1,2,1,1,1,2, ,.56147799073084
03114,MONTREAL,H2H2B4,H2H,2,1,1,1,1, , ,4,1,2,2,2,2,1,1,2,1,1, , , ,4,4,2,2,4,3,0,1,2,2,1,2,2,4,3,1,2,2,1,2,1,1,3,.71318334403313
03129,MONTREAL,H3S2E8,H3S,11,1,1,2, , , , , , , , , , , , , , ,4,6, ,2,5,4,4,4,2,4,2,3,1,1,2,2,2,4,3,3,2,2,1,1,2, ,.91357010076408
03138,MONTREAL,H3T1M8,H3T,11,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,2,1,4,2,0,2,2,1,1,2,2,4,3,1,1,2,2,1,1,2, ,.56147799073084
03141,MONTREAL,H2G2Y7,H2G,4,1,1,1,2, , ,3,4,1,2,2,2,2,2,2,1,2, , , ,2,1,4,2,4,1, ,1,5,1,1,2,2,2,1,3,2,2,1,1,1,1,2,.91357010076408
03143,SAINT-LAURENT,H4M2A3,H4M,27,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,4,4,2,6,4,2,1,1,1,3,3,2,1,3,3,1,2,1,1,2, ,.91357010076408
03145,LACHINE,H8S3N6,H8S,28,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,4,1,4,4,0,1,6,1,1,3,3,3,1,3,1,2,1,1,1,2, ,.81856585972332
03147,MONTREAL,H3M3C1,H3M,9,1,1,1,2, , ,3,1,2,2,2,2,1,2,2,1,2, , , ,3,1,4,4,4,3,0,1,4,1,1,2,2,3,1,3,3,2,1,1,1,1,2,.81856585972332
03152,SAINT-LAURENT,H4L4R4,H4L,27,1,1,1,1, , ,4,4,1,2,2,1,4,1,2,9,1, , , ,3,4,2,1,4,2,0,1,2,1,1,3,3,3,3,1,1,2,1,1,1,1,3,.81856585972332
03171,MONTREAL,H3K1P9,H3K,5,1,1,2, , , , , , , , , , , , , , ,5, , ,1,5,3,1,4,1, ,2,1,2,1,2,2,1,4,2,1,2,2,2,1,2, ,2.16279574167529
03175,MONTREAL-NORD,H1H3A3,H1H,14,1,1,2, , , , , , , , , , , , , , ,5, , ,4,4,2,2,4,1, ,2,1,2,1,1,1,4,3,1,2,2,2,2,1,2, ,.71318334403313
03192,MONTREAL,H4N,H4N,27,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,3,4,3,2,1,2,3,1,1,3,3,2,1,2,3,1,2,1,1,2, ,.91357010076408
03193,MONTREAL,H1L1N8,H1L,13,1,1,1,2, , ,2,2,2,2,2,2,2,2,1,2,2, , , ,3,1,4,2,4,1, ,1,4,2,1,1,1,3,1,3,2,2,1,2,1,1,1,.76672607558491
03195,VERDUN,H4H1C6,H4H,7,1,1,1,2,3, ,4,1,2,2,2,2,4,1,2,1,1, , , ,3,2,3,4,4,1, ,1,1,2,2,2,2,3,1,2,3,2,1,2,2,1,3,.76672607558491
03196,SAINT-LAURENT,H4L3N1,H4L,27,1,1,2, , , , , , , , , , , , , , ,1,5, ,2,1,3,1,2,2,0,2,3,1,1,3,3,2,1,2,1,1,2,1,1,2, ,.91357010076408
03202,MONTREAL,H2B1Z8,H2B,9,1,1,2, , , , , , , , , , , , , , ,5, , ,2,5,1,4,4,2,1,2,2,1,1,2,2,2,4,1,3,2,2,1,1,2, ,.91357010076408
03204,MONTREAL,H2K,H2K,16,1,1,2, , , , , , , , , , , , , , ,3, , ,3,4,4,2,4,1, ,2,1,1,1,2,2,3,3,3,2,2,2,1,1,2, ,.81856585972332
03205,MONTREAL,H2R2V7,H2R,6,1,1,1,1,5,2,2,2,2,2,2,1,3,1,1,1,1, , , ,3,2,4,2,4,2,0,1,3,2,1,2,2,3,1,3,2,2,1,2,1,1,1,.76672607558491
03207,MONTREAL,H1L6A4,H1L,13,1,1,2, , , , , , , , , , , , , , ,1, , ,3,2,2,1,4,4,0,1,6,2,1,1,1,3,1,1,1,2,1,2,1,2, ,.76672607558491
03221,MONTREAL,H4A2Y2,H4A,11,1,1,1,1, , ,3,3,2,2,1,2,2,2,2,2,1, , , ,2,1,4,1,3,1, ,1,6,2,1,2,2,2,1,3,1,1,1,2,1,1,2,.98007152863766
03238,LACHINE,H8R1B9,H8R,28,1,1,1,2, , ,2,3,2,2,2,2,4,1,2,1,2, , , ,2,1,2,1,4,2,2,1,6,1,1,3,3,2,1,1,1,2,1,1,1,1,1,.91357010076408
03250,MONTREAL,H3M2V5,H3M,9,1,1,2, , , , , , , , , , , , , , ,1, , ,1,1,2,1,4,2,1,2,9,2,1,2,2,1,1,1,1,2,2,2,1,2, ,2.16279574167529
03258,MONTREAL,H3M2H1,H3M,9,1,1,1,1, , ,4,1,2,2,2,2,1,2,1,1,1, , , ,2,6,1,4,4,3,0,2,9,2,1,2,2,2,4,1,3,2,2,2,1,1,3,.98007152863766
03259,MONTREAL,H1A4B9,H1A,3,1,1,2, , , , , , , , , , , , , , ,4,11, ,4,4,2,1,4,2,0,1,9,1,1,1,1,4,3,1,1,2,1,1,1,2, ,.56147799073084
03270,VERDUN,H3E1N5,H3E,7,1,1,2, , , , , , , , , , , , , , ,3, , ,4,4,4,2,4,1, ,1,5,2,1,2,2,4,3,3,2,2,1,2,1,2, ,.71318334403313
03272,MONTREAL,H2M1V4,H2M,9,1,1,2, , , , , , , , , , , , , , ,5, , ,4,4,1,2,4,1, ,2,9,2,1,2,2,4,3,1,2,2,2,2,1,2, ,.71318334403313
03274,MONTREAL,H4A2W8,H4A,11,1,1,1,1, , ,4,1,2,2,2,2,1,1,2,1,2, , , ,4,1,3,2,4,1, ,1,6,2,1,2,2,4,1,2,2,2,1,2,1,1,3,.71318334403313
03286,MONTREAL,H2S2N7,H2S,4,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,3,4,4,1, ,2,2,1,1,2,2,2,1,2,3,2,2,1,1,2, ,.91357010076408
03294,MONTREAL-NORD,H1H4E7,H1H,14,1,1,2, , , , , , , , , , , , , , ,5, , ,3,1,2,1,4,2,2,2,4,1,1,1,1,3,1,1,1,2,2,1,1,2, ,.81856585972332
03296,MONTREAL,H3T1L3,H3T,11,1,1,1,2, , ,2,3,1,2,2,2,2,2,1,1,2, , , ,1,1,4,1,4,4,0,1,6,2,1,2,2,1,1,3,1,2,1,2,1,1,1,2.16279574167529
03309,MONTREAL,H2K,H2K,16,1,1,2, , , , , , , , , , , , , , ,9, , ,4,4,2,1,4,1, ,2,9,2,1,2,2,4,3,1,1,2,2,2,1,2, ,.71318334403313
03313,MONTREAL,H1Z4H4,H1Z,6,1,1,2, , , , , , , , , , , , , , ,97, , ,3,4,2,4,4,3,0,2,9,1,1,2,2,3,3,1,3,2,2,1,1,2, ,.81856585972332
03319,ANJOU,H1J2R4,H1J,10,1,1,2, , , , , , , , , , , , , , ,3, , ,4,4,1,1,4,2,0,2,2,1,1,1,1,4,3,1,1,2,2,1,1,2, ,.56147799073084
03321,ROXBORO,H8Y1S1,H8Y,25,1,1,2, , , , , , , , , , , , , , ,4, , ,2,5,4,4,2,2,2,1,3,2,1,3,3,2,4,3,3,1,1,2,1,2, ,.98007152863766
03329,WESTMOUNT,H3Z1J7,H3Z,8,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,4,1,4,2,0,1,9,2,2,2,2,4,3,3,1,2,1,2,2,2, ,.71318334403313
03330,MONTREAL,H2K,H2K,16,1,1,1,1, , ,4,4,2,2,2,1,2,2,2,1,1, , , ,3,1,4,1,4,2,0,1,9,2,1,2,2,3,1,3,1,2,1,2,1,1,3,.76672607558491
03332,MONTREAL,H2R1Y9,H2R,6,1,1,1,2, , ,2,2,2,2,2,2,4,2,2,1,1, , , ,4,6,2,1,4,1, ,2,9,2,1,2,2,4,4,1,1,2,2,2,1,1,1,.71318334403313
03337,MONTREAL,H3L2W3,H3L,9,1,1,1,1, , ,2,1,2,2,2,2,1,2,1,1,1, , , ,1,1,4,2,4,2,2,1,6,1,1,2,2,1,1,3,2,2,1,1,1,1,1,2.30148156975812
03347,SAINT-LEONARD,H1S2H9,H1S,15,1,1,2, , , , , , , , , , , , , , ,97, , ,1,5,4,4,2,2,1,2,1,2,1,1,1,1,4,3,3,1,2,2,1,2, ,2.16279574167529
03350,POINTE-CLAIRE,H9R3L9,H9R,22,1,1,1,2,3, ,4,2,1,2,2,2,3,1,1,1,1, , , ,2,1,4,1,4,2,8,1,6,1,1,3,3,2,1,3,1,2,1,1,1,1,3,.91357010076408
03352,MONT-ROYAL,H4P1G1,H4P,33,1,1,2, , , , , , , , , , , , , , ,13, , ,4,4,4,4,4,2,0,1,3,1,1,2,2,4,3,3,3,2,1,1,1,2, ,.56147799073084
03358,PIERREFONDS,H8Y2E1,H8Y,25,1,1,1,2, , ,4,2,1,2,2,2,4,1,1,1,2, , , ,2,1,4,1,4,2,0,1,9,1,2,3,3,2,1,3,1,2,1,1,2,1,3,.91357010076408
03368,ANJOU,H1M2S8,H1M,13,1,1,2, , , , , , , , , , , , , , ,3, , ,3,1,4,4,3,2,2,2,5,2,1,1,1,3,1,3,3,1,2,2,1,2, ,.76672607558491
03369,MONTREAL,H4B2R7,H4B,11,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,2,1,4,3,0,2,2,2,2,2,2,4,3,1,1,2,2,2,2,2, ,.71318334403313
03375,MONTREAL,H4A2W7,H4A,11,1,1,2, , , , , , , , , , , , , , ,1, , ,4,4,4,4,4,1, ,1,9,2,1,2,2,4,3,3,3,2,1,2,1,2, ,.71318334403313
03377,MONTREAL,H2M2M8,H2M,9,1,1,2, , , , , , , , , , , , , , ,1, , ,1,1,4,2,4,1, ,1,4,2,1,2,2,1,1,3,2,2,1,2,1,2, ,2.16279574167529
03390,PIERREFONDS,H9H1T9,H9H,26,1,1,1,2, , ,4,3,2,2,2,2,2,1,1,1,2, , , ,2,2,2,4,4,2,1,1,9,2,2,3,3,2,1,1,3,2,1,2,2,1,3,.98007152863766
03398,MONTREAL,H2K3V8,H2K,16,1,1,2, , , , , , , , , , , , , , ,4,1, ,3,1,4,2,4,1, ,1,3,1,1,2,2,3,1,3,2,2,1,1,1,2, ,.81856585972332
03402,MONTREAL,H1T4B2,H1T,4,1,1,2, , , , , , , , , , , , , , ,97, , ,4,4,3,1,4,2,0,1,4,1,1,2,2,4,3,2,1,2,1,1,1,2, ,.56147799073084
03404,MONTREAL,H3S,H3S,11,1,1,1,1, , ,3,1,2,2,2,2,2,2,2,1,2, , , ,1,1,4,2,4,2,0,2,2,2,1,2,2,1,1,3,2,2,2,2,1,1,2,2.16279574167529
03405,MONTREAL,H1M2W1,H1M,13,1,1,2, , , , , , , , , , , , , , ,5,13, ,4,4,1,1,4,1, ,2,2,2,1,1,1,4,3,1,1,2,2,2,1,2, ,.71318334403313
03431,MONTREAL,H4G2W5,H4G,7,1,1,2, , , , , , , , , , , , , , ,9,4, ,2,1,3,1,4,1, ,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2, ,.91357010076408
03432,MONTREAL,H3S2T4,H3S,11,1,1,2, , , , , , , , , , , , , , ,1,2, ,3,1,4,4,4,2,0,2,5,1,2,2,2,3,1,3,3,2,2,1,2,2, ,.81856585972332
03436,VERDUN,H3E1T1,H3E,7,1,1,1,2, , ,3,2,2,2,2,1,2,1,1,2,1, , , ,3,1,3,1,4,2,0,1,9,2,1,2,2,3,1,2,1,2,1,2,1,1,2,.76672607558491
03437,MONTREAL,H3N2S9,H3N,6,1,1,2, , , , , , , , , , , , , , ,4, , ,2,1,1,4,2,2,0,2,1,2,1,2,2,2,1,1,3,1,2,2,1,2, ,.98007152863766
03440,MONTREAL,H2A2P5,H2A,6,1,1,2, , , , , , , , , , , , , , ,1, , ,2,2,3,4,4,2,2,2,1,1,1,2,2,2,1,2,3,2,2,1,1,2, ,.91357010076408
03445,MONTREAL,H2T2W8,H2T,2,1,1,1,1, , ,3,1,2,2,2,2,2,2,2,1,2, , , ,2,5,4,3,3,2,0,2,5,2,1,2,2,2,4,3,2,1,2,2,1,1,2,.98007152863766
03455,MONTREAL,H1M3N3,H1M,13,1,1,2, , , , , , , , , , , , , , ,3,4, ,3,1,4,1,4,2,0,1,6,1,1,1,1,3,1,3,1,2,1,1,1,2, ,.81856585972332
03457,MONTREAL,H3J2X1,H3J,5,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,4,3,4,2,0,1,6,1,1,2,2,3,1,3,2,2,1,1,1,2, ,.81856585972332
03479,MONTREAL,H4B2Y6,H4B,11,1,1,2, , , , , , , , , , , , , , ,5, , ,4,4,2,1,4,2,0,2,3,2,2,2,2,4,3,1,1,2,2,2,2,2, ,.71318334403313
03482,MONTREAL,H3W2Y6,H3W,11,1,1,2, , , , , , , , , , , , , , ,3,4, ,3,4,4,4,4,5,0,1,2,1,1,2,2,3,3,3,3,2,1,1,1,2, ,.81856585972332
03488,MONTREAL,H3M1B5,H3M,9,1,1,2, , , , , , , , , , , , , , ,5,4, ,4,4,1,2,4,2,0,2,1,1,1,2,2,4,3,1,2,2,2,1,1,2, ,.56147799073084
03490,MONTREAL,H1M2W5,H1M,13,1,1,1,1,2, ,4,4,2,2,2,2,2,2,2,1,2, , , ,3,1,2,1,4,1, ,1,4,2,1,1,1,3,1,1,1,2,1,2,1,1,3,.76672607558491
03496,MONTREAL,H2R2G3,H2R,6,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,2,1,4,1, ,2,2,1,1,2,2,3,1,1,1,2,2,1,1,2, ,.81856585972332
03505,MONTREAL-NORD,H1H4E4,H1H,14,1,1,2, , , , , , , , , , , , , , ,3, , ,2,6,2,4,4,2,0,2,1,2,1,1,1,2,4,1,3,2,2,2,1,2, ,.98007152863766
03509,MONTREAL,H4J2C5,H4J,9,1,1,2, , , , , , , , , , , , , , ,9, , ,4,4,4,2,4,2,0,1,3,1,1,2,2,4,3,3,2,2,1,1,1,2, ,.56147799073084
03533,VERDUN,H4G1R6,H4G,7,1,1,1,1, , ,4,1,2,2,2,2,2,2,2,1,1, , , ,2,6,2,2,4,2,3,1,6,2,1,2,2,2,4,1,2,2,1,2,1,1,3,.98007152863766
03535,MONT-ROYAL,H3P1E2,H3P,33,1,1,1,1, , ,2,1,2,2,2,2,2,2,2,2,1, , , ,3,6,4,1,4,2,0,1,9,2,1,2,2,3,4,3,1,2,1,2,1,1,1,.76672607558491
03546,VERDUN,H4H1W8,H4H,7,1,1,2, , , , , , , , , , , , , , ,99, , ,3,1,2,4,4,2,0,1,3,2,1,2,2,3,1,1,3,2,1,2,1,2, ,.76672607558491
03554,MONTREAL,H2J3N8,H2J,2,1,1,1,1, , ,2,1,1,2,2,2,1,2,2,1,1, , , ,3,1,3,1,4,1, ,2,3,2,1,2,2,3,1,2,1,2,2,2,1,1,1,.76672607558491
03569,POINTE-AUX-TREMBLES,H1A1Z4,H1A,3,1,1,1,2, , ,2,2,1,2,2,2,2,1,2,1,1, , , ,4,4,3,2,4,2,0,1,2,2,1,1,1,4,3,2,2,2,1,2,1,1,1,.71318334403313
03572,MONTREAL,H2S1R8,H2S,4,1,1,2, , , , , , , , , , , , , , ,5,1, ,2,1,4,1,4,1, ,2,4,1,1,2,2,2,1,3,1,2,2,1,1,2, ,.91357010076408
03577,MONTREAL,H2S2H3,H2S,4,1,1,2, , , , , , , , , , , , , , ,4, , ,1,1,4,2,3,2,0,2,9,2,1,2,2,1,1,3,2,1,2,2,1,2, ,2.16279574167529
03579,DOLLARD-DES-ORMEAUX,H9B2V7,H9B,19,1,1,1,2, , ,4,1,2,2,2,2,1,1,2,2,1, , , ,3,1,3,1,4,2,1,1,9,1,2,3,3,3,1,2,1,2,1,1,2,1,3,.81856585972332
03591,VERDUN,H4H1Y4,H4H,7,1,1,1,2, , ,3,1,2,2,2,2,1,2,2,1,2, , , ,3,1,4,1,4,3,0,1,6,1,1,2,2,3,1,3,1,2,1,1,1,1,2,.81856585972332
03593,MONTREAL,H3S1H9,H3S,11,1,1,2, , , , , , , , , , , , , , ,4, , ,2,6,2,4,4,2,3,2,1,2,1,2,2,2,4,1,3,2,2,2,1,2, ,.98007152863766
03595,MONTREAL,H3G1X6,H3G,16,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,3,2,4,1, ,2,9,1,1,2,2,3,1,2,2,2,2,1,1,2, ,.81856585972332
03600,MONTREAL,H1G,H1G,14,1,1,2, , , , , , , , , , , , , , ,1,4, ,2,1,1,2,4,1, ,2,3,1,1,1,1,2,1,1,2,2,2,1,1,2, ,.91357010076408
03614,MONTREAL,H4A2L8,H4A,11,1,1,1,2, , ,3,1,2,2,2,2,2,2,2,1,1, , , ,3,1,4,1,4,2,0,1,6,1,1,2,2,3,1,3,1,2,1,1,1,1,2,.81856585972332
03616,MONTREAL-NORD,H1G3P6,H1G,14,1,1,2, , , , , , , , , , , , , , ,2, , ,2,2,4,4,3,2,2,2,1,1,1,1,1,2,1,3,3,1,2,1,1,2, ,.91357010076408
03625,MONTREAL,H2R2G7,H2R,6,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,4,4,4,1, ,1,5,1,1,2,2,2,1,3,3,2,1,1,1,2, ,.91357010076408
03626,MONTREAL-NORD,H1H4V9,H1H,14,1,1,1,2, , ,2,1,2,1,2,1,1,1,1,1,2, , , ,3,2,1,1,4,2,3,1,2,1,1,1,1,3,1,1,1,2,1,1,1,1,1,.81856585972332
03630,MONTREAL,H2L0A2,H2L,16,1,1,2, , , , , , , , , , , , , , ,3, , ,3,4,2,2,3,1, ,2,1,1,1,2,2,3,3,1,2,1,2,1,1,2, ,.81856585972332
03636,MONTREAL,H1W3L9,H1W,13,1,1,2, , , , , , , , , , , , , , ,9, , ,3,1,4,1,4,1, ,1,3,2,1,1,1,3,1,3,1,2,1,2,1,2, ,.76672607558491
03658,MONTREAL,H2A2V3,H2A,6,1,1,2, , , , , , , , , , , , , , ,5, , ,2,3,4,4,2,2,2,2,1,1,1,2,2,2,2,3,3,1,2,1,1,2, ,.91357010076408
03675,MONTREAL,H1Y3A1,H1Y,4,1,1,2, , , , , , , , , , , , , , ,4,8, ,1,1,4,1,4,2,2,1,6,1,1,2,2,1,1,3,1,2,1,1,1,2, ,2.30148156975812
03679,MONTREAL,H1V2R9,H1V,13,1,1,1,1, , ,3,1,2,2,2,2,2,1,1,9,1, , , ,4,6,2,2,4,2,0,2,2,2,1,1,1,4,4,1,2,2,2,2,1,1,2,.71318334403313
03680,MONTREAL,H2C2X3,H2C,9,1,1,1,2, , ,4,1,1,2,2,1,3,2,2,1,1, , , ,2,1,4,1,4,2,2,1,6,1,1,2,2,2,1,3,1,2,1,1,1,1,3,.91357010076408
03704,MONTREAL,H3V1B5,H3V,11,1,1,2, , , , , , , , , , , , , , ,2, , ,4,4,2,4,4,1, ,1,9,2,1,2,2,4,3,1,3,2,1,2,1,2, ,.71318334403313
03708,LACHINE,H8T2A9,H8T,28,1,1,1,2, , ,3,1,1,2,2,2,2,1,1,1,1, , , ,4,4,2,4,4,2,0,1,2,2,2,3,3,4,3,1,3,2,1,2,2,1,2,.71318334403313
03732,VERDUN,H4H2C6,H4H,7,1,1,2, , , , , , , , , , , , , , ,9, , ,4,4,2,1,4,2,0,1,4,1,1,2,2,4,3,1,1,2,1,1,1,2, ,.56147799073084
03740,MONTREAL,H1W2S7,H1W,13,1,1,1,2, , ,2,1,2,2,2,2,1,2,2,1,2, , , ,2,1,2,1,4,2,0,2,1,2,1,1,1,2,1,1,1,2,2,2,1,1,1,.98007152863766
03769,MONTREAL,H1E5G1,H1E,3,1,1,1,2, , ,4,4,2,2,2,2,2,2,1,1,1, , , ,3,2,4,1,4,3,1,1,4,1,1,1,1,3,1,3,1,2,1,1,1,1,3,.81856585972332
03770,MONTREAL,H2E2J4,H2E,6,1,1,1,2, , ,4,1,2,2,2,2,1,1,2,9,2, , , ,4,4,1,4,4,1, ,1,9,2,1,2,2,4,3,1,3,2,1,2,1,1,3,.71318334403313
03780,PIERREFONDS,H8Z1V9,H8Z,25,1,1,1,2, , ,4,2,2,2,2,1,2,2,2,2,2, , , ,4,4,2,4,4,2,0,2,1,1,2,3,3,4,3,1,3,2,2,1,2,1,3,.56147799073084
03783,MONTREAL,H1L1A6,H1L,13,1,1,1,1, , ,1,4,2,2,2,2,2,2,2,2,1, , , ,4,4,3,1,4,1, ,1,9,2,1,1,1,4,3,2,1,2,1,2,1,1,1,.71318334403313
03792,MONTREAL,H1B3A9,H1B,17,1,1,2, , , , , , , , , , , , , , ,1, , ,3,1,3,1,4,1, ,1,4,2,1,1,1,3,1,2,1,2,1,2,1,2, ,.76672607558491
03807,SAINT-LAURENT,H4K1T8,H4K,9,1,1,1,2, , ,4,1,2,2,2,2,2,2,2,1,1, , , ,4,4,3,4,4,2,0,1,9,1,1,2,2,4,3,2,3,2,1,1,1,1,3,.56147799073084
03808,SAINT-LEONARD,H1S2B1,H1S,15,1,1,2, , , , , , , , , , , , , , ,2, , ,4,4,2,2,4,1, ,2,2,2,1,1,1,4,3,1,2,2,2,2,1,2, ,.71318334403313
03816,MONTREAL,H4E3K2,H4E,5,1,1,1,4, , ,3,1,2,2,2,2,2,2,2,1,1, , , ,2,3,4,1,4,2,1,1,2,2,1,2,2,2,2,3,1,2,1,2,1,1,2,.98007152863766
03824,MONTREAL-NORD,H1G4Y6,H1G,14,1,1,2, , , , , , , , , , , , , , ,1, , ,1,3,3,1,4,4,0,2,6,1,1,1,1,1,2,2,1,2,2,1,1,2, ,2.30148156975812
03833,ANJOU,H1J2P1,H1J,10,1,1,1,2, , ,4,2,1,2,2,2,2,1,2,1,1, , , ,4,4,4,4,4,3,0,1,9,1,1,1,1,4,3,3,3,2,1,1,1,1,3,.56147799073084
03836,MONTREAL,H2V4A4,H2V,1,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,4,1,4,1, ,1,6,2,1,2,2,2,1,3,1,2,1,2,1,2, ,.98007152863766
03839,PIERREFONDS,H9H4H1,H9H,26,1,1,2, , , , , , , , , , , , , , ,1, , ,2,1,4,2,4,3,1,1,6,1,1,3,3,2,1,3,2,2,1,1,1,2, ,.91357010076408
03847,MONTREAL,H4J2B7,H4J,9,1,1,1,2, , ,2,1,2,2,2,2,1,2,2,1,2, , , ,1,1,4,4,4,2,0,9,9,2,1,2,2,1,1,3,3,2, ,2,1,1,1,2.16279574167529
03849,MONTREAL,H4B2N9,H4B,11,1,1,2, , , , , , , , , , , , , , ,8, , ,2,1,4,4,4,2,1,1,6,2,1,2,2,2,1,3,3,2,1,2,1,2, ,.98007152863766
03854,MONTREAL,H3L3E3,H3L,9,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,2,1,4,3,0,2,2,2,1,2,2,3,1,1,1,2,2,2,1,2, ,.76672607558491
03885,MONTREAL,H2L2E5,H2L,16,1,1,2, , , , , , , , , , , , , , ,5, , ,4,5,1,4,4,1, ,2,1,1,1,2,2,4,4,1,3,2,2,1,1,2, ,.56147799073084
03895,MONTREAL,H2E,H2E,6,1,1,1,2, , ,3,1,1,2,2,2,2,2,2,1,2, , , ,2,1,4,2,4,2,1,1,6,2,1,2,2,2,1,3,2,2,1,2,1,1,2,.98007152863766
03899,MONTREAL,H4C2H3,H4C,5,1,1,1,1, , ,4,4,2,2,1,2,2,2,1,1,2, , , ,4,4,4,4,4,1, ,1,2,2,1,2,2,4,3,3,3,2,1,2,1,1,3,.71318334403313
03900,MONTREAL,H1X1T4,H1X,4,1,1,2, , , , , , , , , , , , , , ,97,7, ,2,1,3,2,4,1, ,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2, ,.98007152863766
03901,SAINT-LAURENT,H4R0H5,H4R,27,1,1,1,1, , ,1,1,2,2,2,2,1,2,2,9,2, , , ,2,1,4,2,3,2,0,1,6,2,1,3,3,2,1,3,2,1,1,2,1,1,1,.98007152863766
03913,LASALLE,H8N2B5,H8N,12,1,1,2, , , , , , , , , , , , , , ,4,5, ,1,5,2,4,3,3,1,2,9,1,2,3,3,1,4,1,3,1,2,1,2,2, ,2.30148156975812
03914,MONTREAL,H1E3X5,H1E,3,1,1,2, , , , , , , , , , , , , , ,3,6, ,3,4,2,1,4,2,0,1,1,2,1,1,1,3,3,1,1,2,1,2,1,2, ,.76672607558491
03921,SAINTE-ANNE-DE-BELLEVUE,H9X1Y9,H9X,23,1,1,2, , , , , , , , , , , , , , ,5, , ,4,4,2,3,4,1, ,2,9,2,2,3,3,4,3,1,2,2,2,2,2,2, ,.71318334403313
03926,MONTREAL,H1V1A1,H1V,13,1,1,2, , , , , , , , , , , , , , ,8, , ,4,4,3,1,4,2,0,2,9,2,1,1,1,4,3,2,1,2,2,2,1,2, ,.71318334403313
03931,MONTREAL,H1X3L7,H1X,4,1,1,2, , , , , , , , , , , , , , ,12,20, ,4,4,2,2,4,2,0,1,6,1,1,2,2,4,3,1,2,2,1,1,1,2, ,.56147799073084
03932,ANJOU,H1J2G2,H1J,10,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,4,2,4,1, ,2,2,2,1,1,1,4,3,3,2,2,2,2,1,2, ,.71318334403313
03936,COTE SAINT-LUC,H4W3K6,H4W,18,1,1,2, , , , , , , , , , , , , , ,3, , ,4,4,4,1,4,2,0,1,9,1,2,3,3,4,3,3,1,2,1,1,2,2, ,.56147799073084
03940,MONTREAL,H4E3P3,H4E,5,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,2,1,4,2,0,2,3,2,1,2,2,3,1,1,1,2,2,2,1,2, ,.76672607558491
03951,MONTREAL,H2X1G9,H2X,2,1,1,2, , , , , , , , , , , , , , ,4, , ,3,1,4,2,4,1, ,1,5,2,1,2,2,3,1,3,2,2,1,2,1,2, ,.76672607558491
03955,SAINT-LEONARD,H1R3N8,H1R,15,1,1,2, , , , , , , , , , , , , , ,1, , ,2,4,3,1,4,1, ,1,9,1,2,1,1,2,3,2,1,2,1,1,2,2, ,.91357010076408
03957,MONTREAL,H2C2V2,H2C,9,1,1,1,2, , ,2,1,2,2,2,2,1,2,2,1,1, , , ,1,1,3,2,3,2,2,1,6,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2.30148156975812
03961,MONTREAL,H3L3H2,H3L,9,1,1,1,2, , ,2,1,2,2,2,2,1,2,2,1,2, , , ,3,1,4,1,4,3,0,1,6,1,1,2,2,3,1,3,1,2,1,1,1,1,1,.81856585972332
03968,MONTREAL,H2J2L1,H2J,2,1,1,2, , , , , , , , , , , , , , ,4,3, ,1,5,3,2,4,1, ,2,1,1,1,2,2,1,4,2,2,2,2,1,1,2, ,2.30148156975812
03969,LASALLE,H8R3E3,H8R,28,1,1,2, , , , , , , , , , , , , , ,4, , ,4,4,3,1,4,3,0,2,9,2,1,3,3,4,3,2,1,2,2,2,1,2, ,.71318334403313
