titre,url_fiche,description,date_debut,date_fin,type_evenement,public_cible,emplacement,inscription,cout,arrondissement,titre_adresse,adresse_principale,adresse_secondaire,code_postal,lat,long,X,Y
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73318","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-17","2024-08-17","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73319","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-24","2024-08-24","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73320","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-08-31","2024-08-31","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73321","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-09-07","2024-09-07","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73322","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-09-14","2024-09-14","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73323","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-09-21","2024-09-21","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73324","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-09-28","2024-09-28","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73325","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-10-05","2024-10-05","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Zumba à l'îlot John Gallagher","https://montreal.ca/evenements/zumba-lilot-john-gallagher-73326","Zumba. Verdun. Verdun actif. Danz Nuestroamericana. Piste de danse.","2024-10-12","2024-10-12","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73329","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-07-19","2024-07-19","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73331","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-07-26","2024-07-26","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73332","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-08-02","2024-08-02","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73333","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-08-09","2024-08-09","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse en ligne à Verdun!","https://montreal.ca/evenements/danse-en-ligne-verdun-73336","Danse en ligne. Verdun. Verdun actif. Piste de danse.","2024-08-23","2024-08-23","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse sociale à Verdun.","https://montreal.ca/evenements/danse-sociale-verdun-73340","Danse sociale. Verdun. Verdun actif. Piste de danse.","2024-07-27","2024-07-27","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse sociale à Verdun.","https://montreal.ca/evenements/danse-sociale-verdun-73341","Danse sociale. Verdun. Verdun actif. Piste de danse.","2024-08-03","2024-08-03","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse sociale à Verdun.","https://montreal.ca/evenements/danse-sociale-verdun-73342","Danse sociale. Verdun. Verdun actif. Piste de danse.","2024-08-24","2024-08-24","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse sociale à Verdun.","https://montreal.ca/evenements/danse-sociale-verdun-73343","Danse sociale. Verdun. Verdun actif. Piste de danse.","2024-08-31","2024-08-31","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse sociale à Verdun.","https://montreal.ca/evenements/danse-sociale-verdun-73344","Danse sociale. Verdun. Verdun actif. Piste de danse.","2024-09-07","2024-09-07","Atelier et cours","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Danse sociale à Verdun.","https://montreal.ca/evenements/danse-sociale-verdun-73345","Danse sociale. Verdun. Verdun actif. Piste de danse.","2024-09-14","2024-09-14","Atelier et cours","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.440131874454,-73.57970063976,298564.8,5033358.6
"Mélodies d’ailleurs aux sonorités d’ici","https://montreal.ca/evenements/melodies-dailleurs-aux-sonorites-dici-75518","Spectacle. Orchestre de Musique Orientale de Québec. Festival du Monde Arabe. Maison culturelle et communautaire de Montréal-Nord. 8 novembre, 19 h 30. Gratuit","2024-11-08","2024-11-08","Musique","Pour tous","En salle","Avec billet","Gratuit","Montréal-Nord","nan","nan","nan","nan",45.615812,-73.62235,295257.9,5052886.3
"Séance du conseil de Saint-Laurent de juin","https://montreal.ca/evenements/seance-du-conseil-de-saint-laurent-de-juin-10567","Séance du conseil de Saint-Laurent de juin","2024-06-04","2024-06-04","Conseil et comité","Pour tous","En salle","Entrée libre","Gratuit","Saint-Laurent","nan","nan","nan","nan",45.507264222938,-73.682695627213,290524.1,5040832.2
"Déchiquetage de documents personnels","https://montreal.ca/evenements/dechiquetage-de-documents-personnels-11405","Journée de déchiquetage de documents personnels le 23 septembre 2023 de 9 h à 13 h 30 à la mairie de l'arrondissement d'Anjou.","2024-09-21","2024-09-21","Collecte spéciale","Pour tous","En salle","Entrée libre","Gratuit","Anjou","Stationnement de la mairie d'arrondissement","7701, boulevard Louis-H. La Fontaine","None","H1K4B9",45.601932384431535,-73.55837923263229,300245.9,5051338.2
"Séance extraordinaire (budget et PDI) du conseil d'arrondissement de Ville-Marie du 3 octobre à 16 h","https://montreal.ca/evenements/seance-extraordinaire-budget-et-pdi-du-conseil-darrondissement-de-ville-marie-du-3-octobre-16-h-1485","Participez à la vie démocratique de Ville-Marie et assistez au conseil d'arrondissement du mardi 3 octobre 2023.","2023-10-03","2023-10-03","Conseil et comité","Pour tous","En salle","Entrée libre","Gratuit","Ville-Marie","Bureau Accès Montréal","Salle Maisonneuve","800, boulevard De Maisonneuve Est","H2L4L8",45.51640205761336,-73.56006082187542,300107.6,5041833.2
"Séance extraordinaire du conseil de L'Île-Bizard–Sainte-Geneviève du 19 juin","https://montreal.ca/evenements/seance-extraordinaire-du-conseil-de-lile-bizard-sainte-genevieve-du-19-juin-19089","Séance extraordinaire du conseil de L'Île-Bizard–Sainte-Geneviève du 19 juin 2024","2024-06-19","2024-06-19","Conseil et comité","Pour tous","En ligne","Entrée libre","Gratuit","L'Île-Bizard–Sainte-Geneviève","nan","nan","nan","nan",45.488345,-73.882029,274938.2,5038784.4
"Séance du conseil de Saint-Laurent de mai","https://montreal.ca/evenements/seance-du-conseil-de-saint-laurent-de-mai-21330","Séance du conseil de Saint-Laurent de mai","2024-05-07","2024-05-07","Conseil et comité","Pour tous","En salle","Entrée libre","Gratuit","Saint-Laurent","nan","nan","nan","nan",45.507264222938,-73.682695627213,290524.1,5040832.2
"Séance du conseil de Saint-Laurent du 25 juin 2024","https://montreal.ca/evenements/seance-du-conseil-de-saint-laurent-du-25-juin-2024-21379","Les séances publiques du conseil de Saint-Laurent ont généralement lieu le premier mardi de chaque mois, à 19 h 30. Celle de juillet aura lieu le 25 juin 2024.","2024-06-25","2024-06-25","Conseil et comité","Pour tous","En ligne","Entrée libre","Gratuit","Saint-Laurent","nan","nan","nan","nan",45.507264222938,-73.682695627213,290524.1,5040832.2
"Séances extraordinaires du conseil d'arrondissement de Verdun du 5 octobre 2023","https://montreal.ca/evenements/seances-extraordinaires-du-conseil-darrondissement-de-verdun-du-5-octobre-2023-22276","Trois séances extraordinaires du conseil de Verdun auront lieu le 5 octobre 2023, dès 19 h, dans la salle du conseil de la mairie d'arrondissement.","2023-10-05","2023-10-05","Conseil et comité","Pour tous","En salle","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.458965,-73.573331,299065,5035451.1
"Séance du conseil de Lachine de septembre","https://montreal.ca/evenements/seance-du-conseil-de-lachine-de-septembre-23729","Les séances du conseil de Lachine ont généralement lieu le premier lundi de chaque mois, à 19 h, dans la salle du conseil de la mairie d’arrondissement.","2022-09-06","2022-09-06","Conseil et comité","Pour tous","En ligne","Entrée libre","Gratuit","Lachine","nan","nan","nan","nan",45.433104704638,-73.680909276009,290645.2,5032590.5
"Séance ordinaire du conseil du 12 mars 2024 de Villeray–Saint-Michel–Parc-Extension","https://montreal.ca/evenements/seance-ordinaire-du-conseil-du-12-mars-2024-de-villeray-saint-michel-parc-extension-24158","Les séances du conseil d’arrondissement de Villeray–Saint-Michel–Parc-Extension permettent au plus grand nombre de citoyens de participer à la vie démocratique.","2024-03-12","2024-03-12","Conseil et comité","Pour tous","En salle","Entrée libre","Gratuit","Villeray–Saint-Michel–Parc-Extension","nan","nan","nan","nan",45.530673426984,-73.625038862228,295033.5,5043425
"Séance du conseil de Pierrefonds-Roxboro de septembre","https://montreal.ca/evenements/seance-du-conseil-de-pierrefonds-roxboro-de-septembre-25832","Tout sur la séance du conseil d'arrondissement de Pierrefonds-Roxboro du mois de septembre 2022. Posez une question et regardez la séance en direct en ligne.","2022-09-12","2022-09-12","Conseil et comité","Pour tous","En ligne","Entrée libre","Gratuit","Pierrefonds-Roxboro","nan","nan","nan","nan",45.495489,-73.848159,277589.1,5039566.3
"Séance du conseil de Pierrefonds-Roxboro de Novembre","https://montreal.ca/evenements/seance-du-conseil-de-pierrefonds-roxboro-de-novembre-25848","Tout sur la séance du conseil d'arrondissement de Pierrefonds-Roxboro du mois de novembre 2022. Posez une question et regardez la séance en direct en ligne.","2022-11-07","2022-11-07","Conseil et comité","Pour tous","À l'extérieur","Entrée libre","Gratuit","Pierrefonds-Roxboro","nan","nan","nan","nan",45.495489,-73.848159,277589.1,5039566.3
"Séance du conseil d'Anjou de février","https://montreal.ca/evenements/seance-du-conseil-danjou-de-fevrier-3122","Séance du conseil de février 2024 de l'arrondissement d'Anjou à Montréal.","2024-02-06","2024-02-06","Conseil et comité","Pour tous","À l'extérieur","Entrée libre","Gratuit","Anjou","nan","nan","nan","nan",,,"",""
"Exposition permanente - Maison Nivard-De Saint-Dizier","https://montreal.ca/evenements/exposition-permanente-maison-nivard-de-saint-dizier-31233","Exposition relatant l'histoire de la Maison Nivard-De Saint-Dizier","2024-05-18","2024-10-13","Exposition permanente","Pour tous","À l'extérieur","Entrée libre","Gratuit","Verdun","nan","nan","nan","nan",45.437477344109,-73.582882536873,298315.5,5033063.9
"Séance du conseil d'Anjou de mars","https://montreal.ca/evenements/seance-du-conseil-danjou-de-mars-3126","Séance du conseil d'arrondissement de mars 2024 de l'arrondissement d'Anjou à Montréal en virtuel seulement.","2024-03-05","2024-03-05","Conseil et comité","Pour tous","À l'extérieur","Entrée libre","Gratuit","Anjou","nan","nan","nan","nan",,,"",""
"Séance du conseil d'Anjou d'avril","https://montreal.ca/evenements/seance-du-conseil-danjou-davril-3127","Séance du conseil d'arrondissement d'avril 2024 de l'arrondissement d'Anjou à Montréal.","2024-04-09","2024-04-09","Conseil et comité","Pour tous","À l'extérieur","Entrée libre","Gratuit","Anjou","Salle du conseil de la mairie d'arrondissement d'Anjou","7701, boulevard Louis-H. La Fontaine","None","H1K4B9",45.60187391826406,-73.55746027973316,300317.6,5051331.7
"Séance du conseil d'Anjou de mai","https://montreal.ca/evenements/seance-du-conseil-danjou-de-mai-3140","Séance du mois de mai 2024 du conseil d'arrondissement de l'arrondissement d'Anjou à Montréal.","2024-05-07","2024-05-07","Conseil et comité","Pour tous","À l'extérieur","Entrée libre","Gratuit","Anjou","Salle du conseil de la mairie d'arrondissement d'Anjou","7701, boulevard Louis-H. La Fontaine","None","H1K4B9",45.60188629720949,-73.55742982636795,300319.9,5051333
"Séance du conseil d'Anjou de juin","https://montreal.ca/evenements/seance-du-conseil-danjou-de-juin-3141","Séance du conseil d'arrondissement de juin 2024 de l'arrondissement d'Anjou à Montréal.","2024-06-04","2024-06-04","Conseil et comité","Adultes","À l'extérieur","Entrée libre","Gratuit","Anjou","Salle du conseil de la mairie d'arrondissement d'Anjou","7701, boulevard Louis-H. La Fontaine","None","H1K4B9",45.60189795787909,-73.55750707398461,300313.9,5051334.3
"Séance du conseil d'Anjou de juillet","https://montreal.ca/evenements/seance-du-conseil-danjou-de-juillet-3142","Séance du conseil d'arrondissement de juillet 2024 de l'arrondissement d'Anjou à Montréal.","2024-07-02","2024-07-02","Conseil et comité","Pour tous","À l'extérieur","Entrée libre","Gratuit","Anjou","Salle du conseil de la mairie d'arrondissement d'Anjou","7701, boulevard Louis-H. La Fontaine","None","H1K4B9",45.601820931663156,-73.55751978274654,300312.9,5051325.8
"Séance extraordinaire du conseil de Lachine","https://montreal.ca/evenements/seance-extraordinaire-du-conseil-de-lachine-31434","Une séance extraordinaire du conseil d’arrondissement de Lachine se déroulera le 11 septembre à 13 h.","2023-09-11","2023-09-11","Conseil et comité","Pour tous","À l'extérieur","Entrée libre","Gratuit","Lachine","nan","nan","nan","nan",45.433104704638,-73.680909276009,290645.2,5032590.5
"Séance du conseil d'Anjou de septembre","https://montreal.ca/evenements/seance-du-conseil-danjou-de-septembre-3144","Séance du conseil d'arrondissement de septembre 2024 de l'arrondissement d'Anjou à Montréal.","2024-09-10","2024-09-10","Conseil et comité","Pour tous","À l'extérieur","Entrée libre","Gratuit","Anjou","Salle du conseil de la mairie d'arrondissement d'Anjou","7701, boulevard Louis-H. La Fontaine","None","H1K4B9",45.601779056800666,-73.55766507774167,300301.6,5051321.1
"Séance du conseil d'Anjou d'octobre","https://montreal.ca/evenements/seance-du-conseil-danjou-doctobre-3145","Séance du conseil d'arrondissement d'octobre 2024 de l'arrondissement d'Anjou à Montréal.","2024-10-01","2024-10-01","Conseil et comité","Pour tous","À l'extérieur","Entrée libre","Gratuit","Anjou","Salle du conseil de la mairie d'arrondissement d'Anjou","7701, boulevard Louis-H. La Fontaine","None","H1K4B9",45.60186845582814,-73.55757158442222,300308.9,5051331.1
