VELO_EXP,WKT
Vélo-Express Dagenais projeté,"LINESTRING  ( 279312.28230000 5047376.65770000, 279315.59710000 5047380.91760000, 279318.00390000 5047383.93960000, 279320.58140000 5047387.43070000, 279345.16670000 5047422.49550000, 279368.83710000 5047457.30680000, 279373.49010000 5047464.02250000, 279394.94090000 5047493.51580000, 279472.30060000 5047601.29820000, 279529.04690000 5047680.28390000, 279581.52440000 5047753.51690000, 279595.71400000 5047773.42480000, 279647.76040000 5047844.85250000, 279718.44710000 5047941.57910000, 279726.22510000 5047951.88370000, 279734.32320000 5047961.93880000, 279742.73330000 5047971.73440000, 279761.78310000 5047992.86280000, 279771.18680000 5048003.13100000, 279774.39110000 5048006.73140000, 279777.19920000 5048010.64880000, 279780.96770000 5048015.74820000, 279785.34410000 5048020.33640000, 279799.33930000 5048032.85980000, 279813.72060000 5048044.93770000, 279828.47390000 5048056.55840000, 279843.58460000 5048067.71030000, 279859.03790000 5048078.38240000, 279934.08810000 5048131.12530000, 279969.51480000 5048156.12570000, 279970.85440000 5048156.90370000, 279972.29170000 5048157.55660000, 279973.95440000 5048158.14240000, 279979.47970000 5048160.21770000, 279980.50910000 5048160.61910000, 279981.55680000 5048161.16900000, 279982.73850000 5048161.98350000, 280003.89750000 5048176.80240000, 280016.85240000 5048186.73040000, 280022.83610000 5048191.49800000, 280028.88390000 5048196.60040000, 280033.01210000 5048199.82580000, 280038.34810000 5048203.61730000, 280128.80110000 5048267.43750000, 280144.02390000 5048278.12210000, 280145.15810000 5048278.93530000, 280146.39950000 5048279.57300000, 280147.72120000 5048280.02120000, 280149.09430000 5048280.27040000, 280150.40960000 5048280.55140000, 280151.67240000 5048281.01440000, 280152.85770000 5048281.65010000, 280153.94190000 5048282.44600000, 280180.87680000 5048301.47540000, 280231.91840000 5048337.22360000, 280278.76150000 5048370.09440000, 280297.43220000 5048383.07000000, 280314.83050000 5048395.35360000, 280321.45690000 5048400.47230000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 280311.01720000 5048423.47960000, 280293.69100000 5048410.91920000, 280199.60220000 5048344.66150000, 280176.85220000 5048328.39810000, 280173.66220000 5048325.90580000, 280171.24430000 5048323.71460000, 280166.15060000 5048319.53340000, 280162.41910000 5048316.31600000, 280154.94070000 5048310.67460000, 280141.65100000 5048300.99670000, 280056.88990000 5048241.62360000, 280048.91690000 5048236.09950000, 280045.98300000 5048234.31090000, 280041.15690000 5048231.84980000, 280037.99240000 5048230.48540000, 280035.09950000 5048229.03110000, 280032.21440000 5048227.17990000, 280013.18990000 5048213.62580000, 280011.18840000 5048212.06200000, 279998.58290000 5048201.50840000, 279993.58680000 5048197.20220000, 279979.63650000 5048187.20960000, 279916.80650000 5048142.95640000, 279842.00620000 5048090.55970000, 279825.34480000 5048078.75110000, 279824.21890000 5048077.87150000, 279823.07160000 5048077.27730000, 279821.52740000 5048076.67520000, 279817.09620000 5048075.12700000, 279815.66340000 5048074.51130000, 279814.06450000 5048073.46350000, 279798.64430000 5048061.11120000, 279783.55940000 5048048.35160000, 279768.82050000 5048035.19390000, 279754.74570000 5048021.86940000, 279741.19760000 5048008.00960000, 279728.19660000 5047993.63540000, 279715.76230000 5047978.76820000, 279703.91330000 5047963.43050000, 279688.58160000 5047942.69570000, 279673.72820000 5047921.61550000, 279636.05100000 5047867.60110000, 279617.13830000 5047841.14030000, 279605.99890000 5047825.48700000, 279580.18830000 5047788.90280000, 279521.00640000 5047706.20120000, 279470.52080000 5047635.83370000, 279427.24560000 5047575.83410000, 279377.49480000 5047506.84670000, 279363.84180000 5047488.22230000, 279358.74030000 5047481.21470000, 279353.44320000 5047474.45730000, 279348.48630000 5047468.16690000, 279338.39660000 5047456.45630000, 279330.00140000 5047446.57330000, 279327.98830000 5047443.99310000, 279325.94760000 5047441.19000000, 279307.05240000 5047413.03060000, 279291.61000000 5047390.62380000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 279291.42110000 5047390.87530000, 279278.52150000 5047367.25410000, 279258.21110000 5047336.75150000, 279250.61110000 5047324.55150000, 279243.01110000 5047312.45150000, 279235.31110000 5047300.55150000, 279228.11110000 5047289.65150000, 279219.81110000 5047277.45150000, 279212.61110000 5047266.75150000, 279205.41110000 5047256.35150000, 279193.21110000 5047237.95150000, 279181.51110000 5047221.65150000, 279171.51110000 5047207.15150000, 279171.21110000 5047206.75150000, 279156.71110000 5047190.05150000, 279147.21110000 5047178.25150000, 279137.81110000 5047165.45150000, 279133.07530000 5047158.64390000, 279095.09170000 5047107.86840000, 279074.89410000 5047080.00090000, 279069.62960000 5047073.20170000, 279065.39790000 5047066.37010000, 279059.89240000 5047058.37540000, 279044.29460000 5047038.80220000, 279030.90210000 5047024.14190000, 279010.55110000 5047002.70180000, 278990.26530000 5046983.32730000, 278972.66380000 5046967.39310000, 278951.54130000 5046948.63460000, 278943.51110000 5046941.75150000, 278943.11110000 5046941.35150000, 278942.81110000 5046941.05150000, 278929.91110000 5046930.35150000, 278923.41110000 5046925.05150000, 278916.81110000 5046919.95150000, 278909.51110000 5046914.45150000, 278898.61110000 5046906.35150000, 278887.51110000 5046898.45150000, 278887.23420000 5046898.25920000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 282466.41810000 5048938.78510000, 282464.54470000 5048938.21460000, 282460.98880000 5048937.16230000, 282457.80660000 5048936.42210000, 282426.54120000 5048929.59200000, 282401.01160000 5048923.16060000, 282351.85350000 5048911.19530000, 282330.56720000 5048906.31620000, 282296.13420000 5048899.14020000, 282291.92950000 5048898.10040000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 282291.92950000 5048898.10040000, 282276.01410000 5048894.16510000, 282265.47140000 5048891.48950000)"
Vélo-Express Dagenais projeté,"LINESTRING  ( 282469.08340000 5048928.63470000, 282466.41810000 5048938.78510000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 287691.68670000 5048112.48290000, 287700.82020000 5048118.48000000, 287702.81620000 5048119.74620000, 287704.61290000 5048120.56230000, 287706.53820000 5048120.89140000, 287710.07130000 5048120.88180000, 287711.27170000 5048121.06420000, 287712.29790000 5048121.36230000, 287713.68900000 5048121.94540000, 287715.92550000 5048123.27310000, 287740.65370000 5048138.27010000, 287751.97900000 5048145.56530000, 287761.57790000 5048151.97360000, 287774.21790000 5048160.50600000, 287788.80930000 5048170.73090000, 287805.94830000 5048183.28200000, 287823.69800000 5048197.73710000, 287852.07450000 5048220.83060000, 287856.03100000 5048223.50210000, 287859.36700000 5048226.10840000, 287912.85230000 5048270.24610000, 287914.93070000 5048272.20570000, 287916.95060000 5048274.45530000, 287919.09250000 5048276.54850000, 287924.14620000 5048280.71610000, 287938.73010000 5048292.56250000, 287944.01740000 5048296.86130000, 287950.72830000 5048302.77600000, 287961.94960000 5048312.80210000, 287981.13590000 5048330.89790000, 288008.45840000 5048358.45610000, 288036.24340000 5048386.71160000, 288037.41780000 5048388.21660000, 288038.21600000 5048389.34390000, 288038.53840000 5048390.43530000, 288038.54830000 5048392.34950000, 288038.64750000 5048393.62630000, 288038.95870000 5048394.62470000, 288039.68180000 5048395.52560000, 288041.25350000 5048396.88050000, 288044.08300000 5048399.13210000, 288047.70550000 5048401.71670000, 288049.49250000 5048403.27450000, 288051.70570000 5048405.65340000, 288053.23370000 5048407.35070000, 288053.61590000 5048408.21780000, 288053.63110000 5048409.08490000, 288052.87850000 5048410.59870000, 288045.38130000 5048419.44540000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 287663.03840000 5048103.07800000, 287663.86800000 5048102.66310000, 287664.58320000 5048101.96270000, 287667.81600000 5048098.15080000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 287667.81600000 5048098.15080000, 287668.66530000 5048097.59740000, 287669.69800000 5048097.56490000, 287671.04830000 5048098.20010000, 287673.05850000 5048099.42410000, 287683.51860000 5048106.60400000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 287683.51860000 5048106.60400000, 287691.68670000 5048112.48290000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 275901.83980000 5045950.93990000, 275913.40000000 5045932.60000000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 290508.00420000 5051097.85030000, 290523.49270000 5051110.08570000, 290524.73460000 5051110.98870000, 290525.96740000 5051111.81750000, 290527.22350000 5051112.53040000, 290530.21800000 5051114.19850000, 290531.68270000 5051115.07420000, 290532.88080000 5051116.08080000, 290546.10990000 5051126.54540000, 290597.89050000 5051166.95590000, 290617.89460000 5051182.50090000, 290624.76350000 5051187.78350000, 290630.68770000 5051192.66390000, 290637.36440000 5051198.29990000, 290642.91730000 5051203.22590000, 290647.86740000 5051207.84880000, 290652.12840000 5051211.84950000, 290656.20390000 5051215.87290000, 290660.08210000 5051219.82630000, 290664.82870000 5051224.70990000, 290668.20850000 5051228.44170000, 290671.65190000 5051232.30720000, 290676.68670000 5051238.00360000, 290681.25240000 5051243.33330000, 290685.69590000 5051248.81960000, 290690.31850000 5051254.61370000, 290695.31100000 5051261.11630000, 290700.07690000 5051267.69390000, 290703.77740000 5051273.06390000, 290708.11530000 5051279.43030000, 290712.65970000 5051286.50630000, 290717.71240000 5051294.65090000, 290721.70630000 5051301.46470000, 290725.18550000 5051307.54050000, 290729.30480000 5051315.37550000, 290733.40280000 5051323.19360000, 290738.16540000 5051332.32170000, 290756.81850000 5051368.17290000, 290759.94790000 5051373.81620000, 290762.38630000 5051378.32330000, 290765.63420000 5051384.05060000, 290768.67520000 5051388.86080000, 290771.94100000 5051394.35020000, 290775.86160000 5051400.18330000, 290780.18130000 5051406.58010000, 290784.69810000 5051413.04690000, 290798.09360000 5051431.27610000, 290814.12710000 5051453.01710000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 290497.27180000 5051088.29830000, 290498.77700000 5051089.63400000, 290506.14210000 5051096.19410000, 290508.00420000 5051097.85030000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 290814.12710000 5051453.01710000, 290825.04880000 5051467.82660000, 290842.41140000 5051491.46900000, 290853.04880000 5051506.52660000, 290863.94880000 5051521.62660000, 290871.07000000 5051531.75300000, 290874.30420000 5051536.44100000, 290877.35220000 5051541.17230000, 290880.62890000 5051546.50280000, 290883.17070000 5051550.86010000, 290886.67260000 5051557.12170000, 290908.76760000 5051598.13940000, 290940.71720000 5051658.77570000, 290961.97170000 5051699.47250000, 290963.07440000 5051701.92880000, 290964.15920000 5051704.62310000, 290964.62130000 5051707.06870000, 290964.62130000 5051709.65960000, 290964.70140000 5051711.34230000, 290964.99460000 5051712.57870000, 290965.91810000 5051714.72720000, 290971.81770000 5051725.54800000, 290977.09190000 5051735.88020000, 290978.08710000 5051737.07750000, 290979.23390000 5051737.97340000, 290981.80090000 5051739.30760000, 290983.06340000 5051740.37780000, 290984.09610000 5051741.50070000, 290985.55120000 5051743.88200000, 291016.59930000 5051802.42140000, 291030.79510000 5051829.21020000, 291061.35460000 5051886.75730000, 291065.98360000 5051895.48580000, 291071.43530000 5051905.53330000, 291075.75170000 5051913.43840000, 291081.94780000 5051923.98730000, 291087.69440000 5051933.17770000, 291095.23910000 5051945.11600000, 291102.38160000 5051955.31300000, 291108.57610000 5051963.93000000, 291114.21030000 5051971.43770000, 291122.24540000 5051981.99640000, 291128.26890000 5051989.22060000, 291134.03180000 5051996.24130000, 291139.69690000 5052002.84990000, 291146.81510000 5052010.71480000, 291153.93470000 5052018.25460000, 291160.53880000 5052024.97120000, 291169.73800000 5052034.12700000, 291179.74240000 5052043.45420000, 291187.82240000 5052050.68710000, 291195.89740000 5052057.58690000, 291203.81370000 5052064.10760000, 291209.91840000 5052069.05550000, 291219.24240000 5052076.16170000, 291227.73370000 5052082.37610000, 291238.91910000 5052090.19180000, 291247.31920000 5052095.66340000, 291257.74720000 5052102.29980000, 291269.69990000 5052109.45580000, 291281.26490000 5052116.14110000, 291337.47580000 5052147.55060000, 291429.24880000 5052199.22660000, 291509.67060000 5052244.31080000, 291550.70240000 5052267.49340000, 291605.87650000 5052298.29210000, 291689.21210000 5052345.01640000, 291719.49670000 5052362.36450000, 291721.09360000 5052363.51530000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 291721.09360000 5052363.51530000, 291721.49130000 5052363.80190000, 291722.08360000 5052364.96710000, 291722.93390000 5052366.13510000, 291724.11480000 5052367.30950000, 291725.96550000 5052368.64260000, 291727.99340000 5052369.80730000, 291740.08590000 5052375.33870000, 291746.70110000 5052378.63150000, 291749.47670000 5052380.12850000, 291751.92170000 5052381.61900000, 291756.19740000 5052384.43420000, 291757.59340000 5052385.21080000, 291758.90950000 5052385.56750000, 291759.85590000 5052385.49780000, 291760.76140000 5052385.00390000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 276927.85810000 5044577.07950000, 276919.15270000 5044588.46910000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 275916.52760000 5045965.62770000, 275910.10000000 5045974.90000000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 295882.07210000 5056812.72430000, 295914.49360000 5056843.65150000, 295921.34230000 5056850.18450000, 295969.73110000 5056896.34330000, 295971.99540000 5056898.50330000, 295976.45980000 5056902.76190000, 296058.71600000 5056981.22720000, 296068.91290000 5056990.95410000, 296213.19260000 5057128.58450000, 296270.91740000 5057186.07400000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 295103.89500000 5056053.10330000, 295112.29000000 5056061.45600000, 295260.33070000 5056208.74980000, 295525.59260000 5056472.67360000, 295595.34380000 5056539.21020000, 295596.50450000 5056540.31730000, 295607.29180000 5056550.60760000, 295608.41740000 5056551.68130000, 295610.28410000 5056553.46200000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 295097.36510000 5056046.60630000, 295102.14520000 5056051.36230000, 295103.89500000 5056053.10330000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 296262.18110000 5057197.50880000, 296270.91740000 5057186.07400000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 295610.28410000 5056553.46200000, 295657.26830000 5056598.28090000, 295716.71600000 5056654.98870000, 295736.71300000 5056674.06410000, 295819.29450000 5056752.83980000, 295825.88960000 5056759.13100000, 295882.07210000 5056812.72430000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 289590.27580000 5050168.62270000, 289649.16470000 5050227.11070000, 289689.97680000 5050267.52580000, 289734.82370000 5050307.80870000, 289749.35670000 5050320.85330000, 289750.63260000 5050321.89780000, 289751.69100000 5050322.62540000, 289752.88160000 5050323.28690000, 289754.53520000 5050323.81610000, 289756.03170000 5050324.33580000, 289757.32050000 5050325.00690000, 289758.54410000 5050325.76150000, 289759.73510000 5050326.55770000, 289761.19460000 5050327.69790000, 289762.78830000 5050329.01020000, 289767.03470000 5050332.87010000, 289770.56670000 5050336.08040000, 289775.28100000 5050340.18080000, 289802.73710000 5050363.91510000, 289811.35710000 5050371.79120000, 289813.88110000 5050374.23330000, 289814.79330000 5050375.21460000, 289815.32340000 5050376.26980000, 289815.48010000 5050377.05070000, 289815.37180000 5050378.08410000, 289815.07670000 5050379.10570000, 289814.25850000 5050380.61220000)"
Vélo-Express Saint-Martin projeté,"LINESTRING  ( 289582.03890000 5050160.25600000, 289590.27580000 5050168.62270000)"
